Entry Name,Gene Ontology (biological process) Count,Gene Ontology (molecular function) Count,Gene Ontology (cellular component) Count
YC16_YEAST,2,2,1
YCR41_YEAST,1,0,1
YBR3_YEAST,1,0,3
YB9Z_YEAST,0,0,2
PAU24_YEAST,1,1,2
YBI6_YEAST,0,0,0
YBG2_YEAST,0,0,1
YBF3_YEAST,0,0,1
MOH1_YEAST,0,1,0
RRT1_YEAST,0,0,1
ECM13_YEAST,1,0,0
YBC8_YEAST,0,0,3
DSF2_YEAST,1,0,2
FMP23_YEAST,0,0,1
REG2_YEAST,1,1,1
YBQ3_YEAST,1,2,0
YBR2_YEAST,1,2,1
YBR4_YEAST,0,0,1
YBS1_YEAST,0,0,2
ECM8_YEAST,1,0,0
YBU0_YEAST,0,0,3
YBU6_YEAST,0,1,1
YBW3_YEAST,0,0,1
YBW6_YEAST,0,0,1
YBY7_YEAST,1,0,3
YBY8_YEAST,0,0,1
YSW1_YEAST,1,0,2
ICS2_YEAST,0,0,0
UBS1_YEAST,2,0,1
PEX32_YEAST,1,0,1
YB47_YEAST,0,0,2
CS111_YEAST,1,0,1
ERV15_YEAST,1,0,3
YB70_YEAST,1,1,1
YB74_YEAST,0,0,1
BIT2_YEAST,1,0,1
YB8A_YEAST,1,1,1
YB8B_YEAST,1,0,2
YSY6_YEAST,2,0,2
YM8C_YEAST,0,2,0
HIS9_YEAST,1,1,1
YHJ3_YEAST,2,3,2
UGPA2_YEAST,2,1,1
YHR2_YEAST,1,2,2
YHF0_YEAST,0,3,2
COS8_YEAST,1,0,3
PAU13_YEAST,1,1,1
YHE5_YEAST,0,0,2
ECM34_YEAST,1,0,2
YHC6_YEAST,0,0,2
PHS_YEAST,1,1,1
OTU2_YEAST,1,1,1
YHI2_YEAST,2,3,5
ANS1_YEAST,0,1,3
YHS7_YEAST,1,1,1
YHT1_YEAST,0,0,2
YHT8_YEAST,1,1,0
YHU0_YEAST,0,0,4
YHX7_YEAST,1,1,1
YH10_YEAST,2,2,0
CAJ1_YEAST,2,0,3
YJU6_YEAST,2,3,1
YJT3_YEAST,1,2,3
YAJ9_YEAST,0,0,2
YAL7_YEAST,0,0,1
AIM2_YEAST,0,1,1
SS120_YEAST,0,1,3
AST2_YEAST,1,1,1
RMD6_YEAST,2,0,1
YEC5_YEAST,0,0,3
GTT3_YEAST,0,0,3
FMP52_YEAST,1,0,4
YEM4_YEAST,0,0,2
RRT13_YEAST,0,0,0
YEQ6_YEAST,0,0,2
YEQ9_YEAST,0,0,2
AIM9_YEAST,0,0,1
YER4_YEAST,0,0,2
YEY6_YEAST,1,0,3
YE11_YEAST,0,0,2
FMP10_YEAST,0,0,2
VID27_YEAST,0,0,2
YNU8_YEAST,0,0,2
JLP2_YEAST,0,0,1
GAT2_YEAST,1,3,0
YG5N_YEAST,0,0,2
YJH0_YEAST,0,0,3
MPM1_YEAST,0,0,3
HXT12_YEAST,0,1,1
YIQ5_YEAST,2,1,0
NIT1_YEAST,0,1,0
YIQ1_YEAST,1,0,1
ESL1_YEAST,1,2,1
RRT14_YEAST,0,0,1
PRM5_YEAST,0,0,3
YIJ2_YEAST,0,0,3
YII9_YEAST,0,0,5
AIM19_YEAST,0,0,2
PUP1_YEAST,0,0,2
YIG7_YEAST,0,0,2
YIF9_YEAST,0,0,0
YIF8_YEAST,0,0,0
YIF4_YEAST,0,0,1
PRM2_YEAST,1,0,1
YIA1_YEAST,0,0,2
GAT4_YEAST,2,2,1
YIV5_YEAST,0,2,1
PAU15_YEAST,1,1,2
YJV8_YEAST,0,1,1
REE1_YEAST,0,0,1
RTS2_YEAST,0,2,2
CRS5_YEAST,1,1,0
YN60_YEAST,0,1,4
AAD14_YEAST,1,1,0
SPG5_YEAST,1,1,0
YG4D_YEAST,1,0,2
YG4I_YEAST,0,2,1
PRM10_YEAST,0,1,2
YJK7_YEAST,0,1,0
YFG7_YEAST,0,0,1
COS4_YEAST,1,0,5
YFL57_YEAST,0,1,0
AAD6_YEAST,0,1,0
YFF1_YEAST,0,0,2
PAU5_YEAST,1,1,4
YFH6_YEAST,1,3,2
DCV1_YEAST,0,0,4
CSS2_YEAST,0,0,2
ULI1_YEAST,1,0,1
YFL5_YEAST,2,1,2
YFM6_YEAST,0,0,1
STB2_YEAST,0,0,1
FYV8_YEAST,0,0,2
YJR5_YEAST,0,0,1
YJQ3_YEAST,1,1,2
FMP33_YEAST,0,0,2
YJO4_YEAST,3,1,1
IRC9_YEAST,2,0,1
YJN2_YEAST,1,1,4
YJM0_YEAST,0,0,1
YJ41A_YEAST,1,0,0
ICS3_YEAST,1,0,1
APQ13_YEAST,0,0,0
YJF5_YEAST,2,1,3
PT130_YEAST,1,0,3
YJB6_YEAST,0,0,1
YJY2_YEAST,0,0,0
YJY5_YEAST,0,0,4
YJ00_YEAST,1,0,0
YJ26_YEAST,0,0,2
ACF4_YEAST,0,0,0
YJ55_YEAST,0,0,2
YJ68_YEAST,1,2,2
ECM27_YEAST,3,1,2
LIH1_YEAST,1,1,0
ABM1_YEAST,1,0,0
YJ90_YEAST,3,0,0
YJ94_YEAST,0,2,1
YJ9J_YEAST,0,1,0
YJ9K_YEAST,0,0,2
YJ9S_YEAST,1,1,1
AAD10_YEAST,1,1,0
ECL1_YEAST,0,0,0
YD183_YEAST,2,0,1
BNS1_YEAST,2,0,0
SPG1_YEAST,0,0,3
SIP18_YEAST,1,1,1
RRT16_YEAST,0,0,1
SCY1_YEAST,1,2,2
COS12_YEAST,1,0,3
YPS5_YEAST,0,1,0
YGZ2_YEAST,0,0,1
YGY0_YEAST,0,0,3
MTC3_YEAST,1,0,2
SDT1_YEAST,2,1,0
NIF3_YEAST,0,0,2
YGW4_YEAST,0,0,1
YGV4_YEAST,0,0,2
RRT6_YEAST,0,0,1
YGO0_YEAST,0,0,2
YGL4_YEAST,3,1,3
GEP7_YEAST,0,0,2
BRP1_YEAST,0,0,0
YG1A_YEAST,0,0,2
YG1B_YEAST,0,2,2
YG1D_YEAST,1,0,2
YG1I_YEAST,2,0,3
YG1T_YEAST,1,1,4
YG2A_YEAST,1,4,2
YG2W_YEAST,1,0,2
YG32_YEAST,1,0,1
YG34_YEAST,2,0,3
YG37_YEAST,2,0,2
YG3N_YEAST,0,0,2
YG3R_YEAST,0,0,1
YG3W_YEAST,1,0,2
YG5L_YEAST,0,0,5
YG5X_YEAST,1,1,1
YG61_YEAST,0,0,1
PAU12_YEAST,1,1,2
COS6_YEAST,1,0,3
PAU4_YEAST,1,1,3
MPA43_YEAST,2,1,2
YTP1_YEAST,0,0,1
YN8O_YEAST,1,1,2
MNT4_YEAST,1,1,2
YN8Z_YEAST,0,0,3
YN91_YEAST,0,0,2
YN92_YEAST,1,3,1
YN93_YEAST,1,2,0
YN94_YEAST,3,0,4
YN95_YEAST,3,0,4
YN9A_YEAST,2,2,0
COS1_YEAST,1,0,3
BSC4_YEAST,0,0,0
YNW8_YEAST,0,0,1
MRX7_YEAST,0,0,1
YNO3_YEAST,0,0,1
YNN4_YEAST,1,2,2
YNL5_YEAST,0,0,3
YNK9_YEAST,0,0,1
YNK8_YEAST,0,1,2
YNJ5_YEAST,1,0,2
YNF8_YEAST,0,0,4
YNE6_YEAST,0,0,3
YND5_YEAST,0,0,2
YND3_YEAST,0,0,1
YNB9_YEAST,0,0,3
YL152_YEAST,1,0,1
DOS2_YEAST,0,0,1
BUD25_YEAST,2,0,0
YD417_YEAST,0,0,1
OPI7_YEAST,0,0,0
SPR6_YEAST,1,0,1
ECM9_YEAST,1,0,2
YKY5_YEAST,0,0,2
YKZ1_YEAST,1,1,1
YP014_YEAST,1,1,2
SMA1_YEAST,1,0,1
YP067_YEAST,1,0,1
PT117_YEAST,1,0,1
YP062_YEAST,2,0,0
LCL1_YEAST,0,0,2
LEE1_YEAST,2,2,0
NCE1_YEAST,1,0,2
YP071_YEAST,0,0,2
YP108_YEAST,0,0,1
YP107_YEAST,0,0,1
AAD16_YEAST,1,1,1
IRC4_YEAST,2,0,2
YD541_YEAST,1,2,0
PAU10_YEAST,1,1,2
YMN1_YEAST,0,1,3
MSC1_YEAST,1,0,3
YMZ2_YEAST,1,0,0
YF013_YEAST,0,0,1
YD090_YEAST,0,0,2
NGL3_YEAST,1,1,0
YM44_YEAST,1,1,2
ADD37_YEAST,1,0,1
YM8M_YEAST,1,1,2
JIP4_YEAST,1,0,1
YD476_YEAST,0,0,1
YM8F_YEAST,2,3,2
YM8V_YEAST,1,0,5
YMH9_YEAST,1,0,2
YM59_YEAST,0,1,1
EFR3_YEAST,1,0,3
YMB8_YEAST,0,0,1
YD239_YEAST,0,0,1
BUD26_YEAST,1,0,1
YM30_YEAST,0,1,2
YM35_YEAST,1,0,4
YD132_YEAST,1,0,3
VPS61_YEAST,1,0,1
YD179_YEAST,1,1,1
YM79_YEAST,0,0,2
YD415_YEAST,1,3,1
YD444_YEAST,2,1,1
YD445_YEAST,0,0,1
YD387_YEAST,2,2,2
YD391_YEAST,0,0,2
RAD33_YEAST,1,0,1
YMY0_YEAST,0,0,1
YM54_YEAST,2,1,1
SPG3_YEAST,0,0,2
EMI1_YEAST,2,0,0
YD514_YEAST,0,1,2
API2_YEAST,0,0,0
SPG4_YEAST,0,0,0
ASND1_YEAST,2,1,1
YD124_YEAST,0,0,1
SOV1_YEAST,2,1,1
YMW4_YEAST,1,1,3
YM87_YEAST,0,0,2
YM91_YEAST,1,1,1
YM94_YEAST,1,2,2
MFB1_YEAST,3,0,2
YDR22_YEAST,1,0,1
FMP42_YEAST,0,1,3
YD338_YEAST,1,3,1
BSC2_YEAST,1,0,2
PHM6_YEAST,0,0,2
MSC3_YEAST,1,0,1
YL278_YEAST,2,3,1
YL287_YEAST,0,0,2
YL297_YEAST,0,0,4
YL225_YEAST,1,0,1
YL407_YEAST,0,0,1
YP098_YEAST,0,0,2
YP114_YEAST,1,0,2
CIS1_YEAST,0,0,1
YL257_YEAST,0,0,1
YL271_YEAST,0,1,3
YL311_YEAST,0,0,1
YL326_YEAST,0,0,2
YL456_YEAST,0,0,2
YL162_YEAST,0,0,1
YL177_YEAST,0,0,1
YL179_YEAST,2,2,2
YP148_YEAST,0,0,1
SUE1_YEAST,1,0,1
YP153_YEAST,1,0,1
YP196_YEAST,1,3,1
PDXH_YEAST,0,0,2
HIM1_YEAST,1,0,0
YP097_YEAST,0,1,2
YD057_YEAST,0,1,1
YD073_YEAST,1,1,0
DLHH_YEAST,0,1,2
OPI6_YEAST,0,0,0
YD114_YEAST,0,1,0
YD118_YEAST,0,0,0
YD129_YEAST,0,0,2
YD144_YEAST,0,0,2
YD218_YEAST,0,0,2
AIM6_YEAST,2,1,0
AAD4_YEAST,1,1,0
RRT7_YEAST,0,0,1
YL032_YEAST,0,1,1
LDB18_YEAST,2,0,2
GAT3_YEAST,1,2,0
YL036_YEAST,0,1,1
BUD28_YEAST,1,0,0
FMP25_YEAST,1,0,2
CSI2_YEAST,0,0,2
YO036_YEAST,0,0,0
NGL1_YEAST,0,2,1
YO079_YEAST,0,0,1
YO099_YEAST,0,0,1
YO134_YEAST,0,0,1
CSS3_YEAST,0,0,3
PAU20_YEAST,1,1,3
AAD15_YEAST,1,1,0
VAM10_YEAST,1,0,1
YO082_YEAST,0,0,1
IRC14_YEAST,2,0,0
FYV12_YEAST,0,0,1
YO186_YEAST,0,0,1
IRC13_YEAST,0,0,1
YO238_YEAST,0,0,1
TMA16_YEAST,0,0,1
OSW1_YEAST,2,0,2
YO292_YEAST,0,0,4
YO296_YEAST,0,0,1
RRG7_YEAST,0,0,1
YO331_YEAST,0,0,1
YO352_YEAST,2,0,3
YO365_YEAST,3,0,1
YOR76_YEAST,0,0,1
YO387_YEAST,0,0,1
YO389_YEAST,0,0,1
YP199_YEAST,1,0,2
YP205_YEAST,1,0,1
YP216_YEAST,1,0,3
GRE1_YEAST,0,0,1
YP257_YEAST,0,0,1
KEL3_YEAST,0,0,1
YP264_YEAST,0,0,2
YP277_YEAST,0,0,1
YP202_YEAST,0,0,0
YO289_YEAST,0,0,2
SRL2_YEAST,1,0,2
YD176_YEAST,2,0,0
AIM41_YEAST,0,1,1
YP162_YEAST,0,0,2
RCN2_YEAST,0,0,1
BUD30_YEAST,1,0,0
YP027_YEAST,0,0,2
YD157_YEAST,0,0,2
YD109_YEAST,2,1,0
TMS1_YEAST,0,0,3
YD211_YEAST,0,0,2
NMD4_YEAST,1,0,2
HUA2_YEAST,0,0,1
YP063_YEAST,0,0,2
YL056_YEAST,0,1,1
YP245_YEAST,0,0,2
YO342_YEAST,0,0,2
SIA1_YEAST,1,1,0
YL046_YEAST,0,0,2
SVS1_YEAST,0,0,3
YD177_YEAST,2,0,1
YL108_YEAST,0,0,1
YD061_YEAST,0,2,1
YD180_YEAST,1,0,2
YO114_YEAST,2,2,1
YFAS1_YEAST,0,0,1
YPR71_YEAST,0,0,3
PAU17_YEAST,1,1,2
GIS3_YEAST,1,0,2
PRM7_YEAST,0,0,1
IRC11_YEAST,1,0,1
YOR31_YEAST,0,1,2
FMP16_YEAST,0,0,1
PRM4_YEAST,0,0,2
YP247_YEAST,0,0,2
SET6_YEAST,1,1,1
YK065_YEAST,0,0,2
YK023_YEAST,0,0,1
YI102_YEAST,1,1,2
YC048_YEAST,0,0,4
YD24B_YEAST,0,0,3
YL363_YEAST,0,0,1
YB029_YEAST,0,0,1
YO59A_YEAST,0,0,2
PAU9_YEAST,1,1,1
SLO1_YEAST,1,0,0
YJ133_YEAST,0,0,2
YK018_YEAST,0,0,1
YN162_YEAST,0,0,2
CMC4_YEAST,0,0,1
YE053_YEAST,0,0,2
YD85C_YEAST,0,0,2
YO08A_YEAST,0,0,1
YB112_YEAST,0,0,0
YB111_YEAST,0,2,1
DGR1_YEAST,0,0,1
RRT15_YEAST,0,0,0
COA2_YEAST,1,0,2
YN034_YEAST,0,0,2
YM122_YEAST,0,0,3
IRC16_YEAST,1,0,1
YM158_YEAST,0,0,1
TDA8_YEAST,0,0,0
YH41A_YEAST,1,0,0
YB113_YEAST,0,0,1
YO13B_YEAST,0,0,1
YB13A_YEAST,0,0,1
ART2_YEAST,0,0,0
YB296_YEAST,1,2,1
YB126_YEAST,0,0,2
HBN1_YEAST,1,1,2
YO019_YEAST,1,0,0
YO338_YEAST,3,2,2
FYV1_YEAST,0,0,2
AI5B_YEAST,1,1,1
YA19A_YEAST,0,0,0
YA019_YEAST,0,0,0
YD99W_YEAST,0,0,1
YE53A_YEAST,0,0,1
YE068_YEAST,0,0,1
YE88A_YEAST,0,0,0
YE147_YEAST,0,0,1
YF015_YEAST,0,0,1
YH006_YEAST,0,0,0
YH028_YEAST,0,0,0
YH071_YEAST,0,0,0
YH218_YEAST,0,0,0
YI066_YEAST,0,0,1
YI56A_YEAST,0,0,1
YL230_YEAST,0,0,1
YM31A_YEAST,0,0,0
YA026_YEAST,0,0,1
YB26B_YEAST,0,0,0
YM172_YEAST,0,0,1
YM306_YEAST,0,0,1
YD203_YEAST,0,0,0
YP97C_YEAST,0,0,0
YE006_YEAST,0,0,0
YE76A_YEAST,0,0,1
YE107_YEAST,0,0,1
YE148_YEAST,0,0,1
YF021_YEAST,0,0,1
YH019_YEAST,0,0,1
YH056_YEAST,0,0,1
YH131_YEAST,0,0,0
YIL20_YEAST,0,0,1
YI068_YEAST,0,0,0
YI171_YEAST,0,0,1
YL235_YEAST,1,0,0
YM034_YEAST,0,0,0
YM173_YEAST,0,0,1
YM316_YEAST,0,0,1
YA16A_YEAST,0,0,1
YA059_YEAST,0,0,1
YD94W_YEAST,0,0,0
YD87C_YEAST,0,0,1
YE018_YEAST,0,0,1
YE067_YEAST,0,0,1
YE087_YEAST,0,0,0
YE145_YEAST,0,0,0
YE172_YEAST,0,0,0
YH002_YEAST,0,0,1
YH046_YEAST,0,0,0
YH070_YEAST,0,0,0
YH193_YEAST,0,0,0
YI047_YEAST,0,0,0
YI142_YEAST,0,0,0
YI036_YEAST,0,0,1
YM09A_YEAST,0,0,1
YM153_YEAST,0,0,0
YM304_YEAST,0,0,1
YP170_YEAST,0,0,1
YA031_YEAST,0,0,1
YD008_YEAST,0,0,1
YD230_YEAST,0,0,0
FMP49_YEAST,0,0,1
YE079_YEAST,0,0,1
YE133_YEAST,0,0,0
YE152_YEAST,0,0,0
YF036_YEAST,0,0,1
YH030_YEAST,0,0,0
YH063_YEAST,0,0,1
YA047_YEAST,0,0,1
YH165_YEAST,0,0,0
YD048_YEAST,0,0,1
YD57W_YEAST,0,0,0
YI029_YEAST,0,0,0
YE009_YEAST,0,0,0
YI070_YEAST,0,0,1
YE046_YEAST,0,0,0
YI023_YEAST,0,0,1
YE084_YEAST,0,0,1
YL236_YEAST,0,0,0
YE137_YEAST,0,0,0
YM047_YEAST,0,0,1
YE165_YEAST,0,0,1
YF052_YEAST,0,0,1
YM290_YEAST,0,0,1
YH034_YEAST,0,0,0
YH069_YEAST,0,0,1
YH182_YEAST,0,0,0
YI030_YEAST,0,0,1
YI115_YEAST,0,0,0
YI30A_YEAST,0,0,0
YL458_YEAST,0,0,1
YM119_YEAST,0,0,1
YP050_YEAST,0,0,1
RDT1_YEAST,0,0,0
YM008_YEAST,0,0,0
OTO1_YEAST,0,0,0
YL79A_YEAST,0,0,0
YK14A_YEAST,0,0,0
YB56A_YEAST,0,0,1
YM16A_YEAST,0,0,1
YA056_YEAST,0,0,0
YA042_YEAST,0,0,1
YA034_YEAST,0,0,0
YP102_YEAST,0,0,0
YPL14_YEAST,0,0,1
YP136_YEAST,0,0,0
YP044_YEAST,0,0,1
YP035_YEAST,0,0,0
YD396_YEAST,0,0,1
YD401_YEAST,0,0,1
YL198_YEAST,0,0,1
YL202_YEAST,0,0,0
YL217_YEAST,0,0,0
YH049_YEAST,0,0,1
YH1A_YEAST,0,0,0
YH139_YEAST,0,0,0
YH145_YEAST,0,0,1
YL279_YEAST,0,0,1
YL280_YEAST,0,0,0
YL282_YEAST,0,0,0
YL302_YEAST,0,0,1
YL374_YEAST,0,0,1
YL232_YEAST,0,0,0
YL317_YEAST,0,0,0
JIP3_YEAST,0,0,0
YL462_YEAST,0,0,0
YL463_YEAST,0,0,0
BSC3_YEAST,0,0,0
YL444_YEAST,0,0,1
YL169_YEAST,0,0,1
YL171_YEAST,0,0,1
YL428_YEAST,0,0,0
YL358_YEAST,0,0,0
YP123_YEAST,0,0,1
YP126_YEAST,0,0,1
YP130_YEAST,0,0,1
YPR36_YEAST,0,0,0
YPR42_YEAST,0,0,1
YPR46_YEAST,0,0,1
YPR50_YEAST,0,0,1
YL252_YEAST,0,0,0
YL255_YEAST,0,0,0
YP177_YEAST,0,0,0
YL434_YEAST,0,0,0
YL415_YEAST,0,0,1
YL379_YEAST,0,0,1
YP076_YEAST,0,0,0
YPR77_YEAST,0,0,1
YP092_YEAST,0,0,0
YA069_YEAST,0,0,0
YA075_YEAST,1,1,0
YL339_YEAST,0,0,1
YL349_YEAST,0,0,0
YMRF1_YEAST,0,1,1
YE18A_YEAST,0,0,0
YA016_YEAST,0,0,0
YD24C_YEAST,0,0,0
YB39B_YEAST,0,0,1
YB00C_YEAST,0,0,0
YE38A_YEAST,0,0,0
YO13A_YEAST,0,0,0
YD34A_YEAST,0,0,1
YD193_YEAST,0,0,1
YP059_YEAST,0,0,0
YB39A_YEAST,0,0,0
YB056_YEAST,0,0,0
YB068_YEAST,0,0,0
YB076_YEAST,0,0,1
YB103_YEAST,0,0,0
YB121_YEAST,0,0,0
YB191_YEAST,0,0,0
YD022_YEAST,0,0,1
YD18A_YEAST,0,0,0
YD240_YEAST,0,0,0
YD247_YEAST,0,0,0
YD320_YEAST,0,0,0
YD371_YEAST,0,0,0
YD406_YEAST,0,0,1
YD83A_YEAST,0,0,1
YD85A_YEAST,0,0,0
YDL14_YEAST,0,0,0
YE020_YEAST,0,0,0
YE050_YEAST,0,0,1
YE090_YEAST,0,0,0
YF009_YEAST,0,0,0
YF010_YEAST,0,0,1
YG014_YEAST,0,0,0
YG122_YEAST,0,0,0
YG41A_YEAST,0,0,1
YH73B_YEAST,0,0,0
YH180_YEAST,0,0,0
YH32A_YEAST,0,0,0
YH73A_YEAST,0,0,0
YH80A_YEAST,0,0,1
YJ156_YEAST,0,0,1
YJ197_YEAST,0,0,0
YJ27A_YEAST,0,0,0
YK100_YEAST,0,0,0
YK145_YEAST,0,0,1
YK162_YEAST,0,0,0
YK165_YEAST,0,0,1
YL163_YEAST,0,0,0
YL222_YEAST,0,0,0
YL49A_YEAST,0,0,0
YL54B_YEAST,0,0,0
YL54F_YEAST,0,0,0
YL64A_YEAST,0,0,0
YM013_YEAST,0,0,0
YM13C_YEAST,0,0,1
YM141_YEAST,0,0,1
YM307_YEAST,0,0,0
YM94A_YEAST,0,0,0
YN001_YEAST,0,0,0
YN67A_YEAST,0,0,0
YO08B_YEAST,0,0,0
YO14A_YEAST,0,0,0
YO329_YEAST,0,0,1
YO72A_YEAST,0,0,0
YO73A_YEAST,0,0,0
YO83A_YEAST,0,0,0
YP016_YEAST,0,0,0
YP074_YEAST,0,0,0
YP169_YEAST,0,0,1
YP17A_YEAST,0,0,1
YP250_YEAST,0,0,0
YP60A_YEAST,0,0,0
YL156_YEAST,0,0,0
YL59W_YEAST,0,0,0
YL161_YEAST,0,0,0
YL57D_YEAST,0,0,0
YL57E_YEAST,0,0,0
U5071_YEAST,0,0,0
U5072_YEAST,0,0,0
YL017_YEAST,1,0,0
YAN2_YEAST,1,0,0
YHU3_YEAST,1,0,0
YIR5_YEAST,0,0,0
YJL2B_YEAST,0,0,0
YIR4_YEAST,0,0,0
YJL2A_YEAST,0,0,0
YH052_YEAST,0,0,1
YH054_YEAST,0,0,1
YE076_YEAST,0,0,0
YL464_YEAST,0,0,0
YAN0_YEAST,0,0,0
YH212_YEAST,0,0,0
YAN1_YEAST,0,0,0
YH21A_YEAST,0,0,1
YAN9_YEAST,0,0,1
YH21D_YEAST,0,0,1
YE190_YEAST,0,0,1
YE07A_YEAST,0,0,1
YG296_YEAST,0,0,1
YP283_YEAST,0,0,1
YP20A_YEAST,0,0,1
YL66A_YEAST,0,0,1
YL67A_YEAST,0,0,1
YL15H_YEAST,0,0,0
YL15A_YEAST,0,0,0
YL157_YEAST,0,0,0
YL159_YEAST,0,0,0
YCP2_YEAST,0,0,0
YCP6_YEAST,0,0,0
YCR5_YEAST,0,0,0
YCC1_YEAST,0,0,0
YCC2_YEAST,0,0,0
YCC3_YEAST,0,0,0
YCE1_YEAST,0,0,0
YCE2_YEAST,0,0,1
YCE6_YEAST,0,0,0
YCE9_YEAST,0,0,1
YCG8_YEAST,0,0,0
YCH4_YEAST,0,0,1
YCH5_YEAST,0,0,0
YCH6_YEAST,0,0,0
CWH36_YEAST,0,0,0
YCZ0_YEAST,0,0,1
YCQ3_YEAST,0,0,0
YCR2_YEAST,0,0,0
YCT9_YEAST,0,0,0
YCU0_YEAST,0,0,0
YCV4_YEAST,0,0,0
YCX5_YEAST,0,0,0
YCX7_YEAST,0,0,0
YCY9_YEAST,0,0,0
YG3Z_YEAST,0,0,0
UTR5_YEAST,0,0,0
UGX2_YEAST,0,0,0
YKD6_YEAST,0,0,0
YBZ4_YEAST,0,0,0
YKR7_YEAST,0,0,0
YKJ7_YEAST,0,0,0
YKK2_YEAST,0,0,0
YKG3_YEAST,0,0,1
YKF3_YEAST,0,0,0
YKW5_YEAST,0,0,0
YKW3_YEAST,0,0,0
YKU2_YEAST,0,0,0
YKQ9_YEAST,0,0,0
YKP3_YEAST,0,0,0
YKO7_YEAST,0,0,0
YKN6_YEAST,0,0,0
YKN1_YEAST,0,0,0
YKM3_YEAST,0,0,0
YKL8_YEAST,0,0,0
YKL5_YEAST,0,0,0
YKL1_YEAST,0,0,0
YKI3_YEAST,0,0,0
YKH0_YEAST,0,0,1
YKG6_YEAST,0,0,0
YKE44_YEAST,0,0,2
YKD1_YEAST,0,0,1
YKD0_YEAST,0,0,0
YKZ2_YEAST,0,0,0
YKZ5_YEAST,0,0,0
YK12_YEAST,0,0,0
YK13_YEAST,0,0,0
YK20_YEAST,0,0,0
YK27_YEAST,0,0,0
YK53_YEAST,0,0,0
YCG5_YEAST,0,0,1
YBK8_YEAST,0,0,0
YBK0_YEAST,0,0,1
YBJ6_YEAST,0,0,0
YBJ4_YEAST,0,0,1
YBI3_YEAST,0,0,0
YBI1_YEAST,0,0,0
YBH7_YEAST,0,0,0
YBH3_YEAST,0,0,0
YBH1_YEAST,0,0,1
YBH0_YEAST,0,0,1
YBG5_YEAST,0,0,0
YBE4_YEAST,0,0,0
YBC9_YEAST,0,0,2
YBB2_YEAST,0,0,0
YBM2_YEAST,0,0,0
YBM3_YEAST,0,0,1
YBN7_YEAST,0,0,1
YBO2_YEAST,0,0,0
YBQ1_YEAST,0,0,1
YBT9_YEAST,0,0,1
YBU9_YEAST,0,0,1
YBX4_YEAST,0,0,1
YBY4_YEAST,0,0,0
YB24_YEAST,0,0,0
YB28_YEAST,0,0,0
YB34_YEAST,0,0,0
YB40_YEAST,0,0,0
YB56_YEAST,0,0,0
YB59_YEAST,0,0,1
YB69_YEAST,1,1,1
YB75_YEAST,0,0,0
YB76_YEAST,0,0,0
YB82_YEAST,0,0,1
YB9F_YEAST,0,0,0
YB9U_YEAST,0,0,0
YB8F_YEAST,0,0,1
YB8J_YEAST,0,0,1
YHE9_YEAST,0,0,0
YHE2_YEAST,0,0,2
YHE1_YEAST,0,0,0
YHD7_YEAST,0,0,1
YHA5_YEAST,0,0,1
YHK5_YEAST,0,0,2
YHL4_YEAST,1,2,1
YHN8_YEAST,0,0,1
YHP5_YEAST,0,0,0
YHS5_YEAST,0,0,0
YHT0_YEAST,0,0,1
YHX3_YEAST,0,0,1
YHY0_YEAST,0,0,1
YH17_YEAST,0,0,0
YH18_YEAST,0,2,0
YH19_YEAST,0,0,1
YJU2C_YEAST,0,0,1
MBB1_YEAST,0,0,0
YJT5_YEAST,0,0,1
PAU7_YEAST,0,0,0
YAK0_YEAST,0,0,0
YAM3_YEAST,0,0,1
YAN4_YEAST,0,0,1
YAN8_YEAST,0,0,0
YAO0_YEAST,0,0,0
YAA4_YEAST,0,0,0
YAG6_YEAST,0,0,0
YAG4_YEAST,0,0,0
YAE5_YEAST,0,0,0
YAD7_YEAST,0,0,0
YEI6_YEAST,0,0,0
YEI5_YEAST,0,0,0
YEI4_YEAST,0,0,0
YEI3_YEAST,0,0,0
YEH8_YEAST,0,0,1
YEH7_YEAST,0,0,1
YEC8_YEAST,0,0,0
YEC3_YEAST,0,0,0
YEB4_YEAST,0,0,1
YEB0_YEAST,0,0,0
YEA8_YEAST,0,0,0
YER5_YEAST,0,0,0
YES7_YEAST,0,0,0
YEV1_YEAST,0,0,0
YEW5_YEAST,0,0,0
YEW7_YEAST,0,2,0
YE16_YEAST,0,0,0
YE17_YEAST,0,0,0
YE18_YEAST,0,0,0
YE19_YEAST,0,0,0
YNU5_YEAST,0,0,0
YNU3_YEAST,0,0,1
YNT8_YEAST,0,0,1
YNT5_YEAST,0,0,1
YM21_YEAST,0,0,0
YP073_YEAST,0,0,0
YJ31_YEAST,2,0,0
YJG7_YEAST,0,0,1
YIQ3_YEAST,0,0,0
YIP2_YEAST,0,0,0
YIO1_YEAST,0,0,0
YIK2_YEAST,0,0,0
YIK0_YEAST,0,0,0
YII6_YEAST,0,0,0
YIG0_YEAST,0,0,2
YIF5_YEAST,0,0,1
YID2_YEAST,0,0,0
YIC9_YEAST,0,0,1
YIC8_YEAST,0,0,0
YIC5_YEAST,0,0,0
YIB2_YEAST,0,0,0
YIT6_YEAST,0,1,0
YIU0_YEAST,0,0,0
YIW0_YEAST,0,0,0
YIW2_YEAST,0,2,0
YIW3_YEAST,0,0,1
YIW4_YEAST,0,0,0
