Protein,Gene Ontology (biological process) Count,Gene Ontology (molecular function) Count,Gene Ontology (cellular component) Count
SMC4_HUMAN,9,4,7
LCL3_YEAST,0,2,2
NKX62_HUMAN,13,6,2
S40A1_HUMAN,12,5,7
TPIS_YEAST,4,1,4
EFC2_HUMAN,1,0,0
B4GN4_HUMAN,0,2,1
ZN692_HUMAN,3,4,2
CTL4_HUMAN,9,3,3
WSB1_HUMAN,4,1,1
REL1_HUMAN,2,1,1
YL413_YEAST,1,0,4
ZN555_HUMAN,1,3,1
PGFRA_HUMAN,41,11,13
NMUR2_HUMAN,11,6,2
MTAL1_YEAST,3,2,2
HIS7_YEAST,1,2,0
TVBK2_HUMAN,2,0,2
HXB1_HUMAN,11,7,3
PKHA2_HUMAN,1,5,5
HAL4_YEAST,6,5,2
CCNB3_HUMAN,3,1,5
GEMI5_HUMAN,5,8,10
F90AK_HUMAN,0,0,0
SPESP_HUMAN,4,0,4
YM012_YEAST,0,0,0
DIA1_YEAST,2,0,1
DLRB2_HUMAN,1,2,6
TSTD3_HUMAN,0,0,0
PURB_HUMAN,4,10,2
KI2S1_HUMAN,2,1,2
H2A1B_HUMAN,4,4,4
M3K21_HUMAN,3,5,1
LYS5_YEAST,1,2,2
DRB5_HUMAN,5,2,12
ZSC29_HUMAN,1,4,1
OSTN_HUMAN,7,2,1
CAC1I_HUMAN,4,2,2
ZER1_HUMAN,2,0,1
YEC3_YEAST,0,0,0
PIWL3_HUMAN,5,2,3
TB182_HUMAN,7,4,8
SNTB2_HUMAN,0,4,11
TTL_HUMAN,5,2,1
ZNF19_HUMAN,1,3,1
TA2R7_HUMAN,1,3,2
ADIRF_HUMAN,3,0,4
NOP8_YEAST,2,2,2
LRMDA_HUMAN,1,0,0
F151A_HUMAN,0,0,3
YO029_YEAST,0,0,0
CAR10_HUMAN,5,2,2
PCDB7_HUMAN,3,1,1
COT2_HUMAN,23,7,3
HHLA2_HUMAN,5,1,1
YN8E_YEAST,0,0,1
YP153_YEAST,1,0,1
CSTF2_HUMAN,2,2,5
KBTB2_HUMAN,7,1,1
CN178_HUMAN,0,0,0
GLYG_HUMAN,1,4,7
BCR_HUMAN,31,7,10
T10B_HUMAN,2,2,5
ZN233_HUMAN,0,3,1
ALK2_YEAST,5,5,2
FSIP1_HUMAN,0,0,0
TNMD_HUMAN,3,0,3
EREG_HUMAN,35,4,4
DDI2_YEAST,1,2,0
RECO_HUMAN,4,2,5
RLBP1_HUMAN,2,3,4
GUC1A_HUMAN,6,3,3
MTDC_HUMAN,3,5,3
YO14A_YEAST,0,0,0
CYLC2_HUMAN,2,1,2
GG6LY_HUMAN,0,0,0
BT2A2_HUMAN,12,1,2
CLIP3_HUMAN,11,3,11
FGF4_HUMAN,26,3,3
S35E3_HUMAN,1,2,2
NOC4L_HUMAN,1,1,5
EDRF1_HUMAN,1,0,1
ACER1_HUMAN,12,2,2
ITAM_HUMAN,28,6,10
KIF17_HUMAN,4,4,14
RS29A_YEAST,1,2,2
ZN561_HUMAN,1,3,1
DQB2_HUMAN,6,3,11
MYH2_HUMAN,2,4,9
SEM6C_HUMAN,6,2,3
RM48_HUMAN,1,0,4
PRS47_HUMAN,1,1,1
ST17B_HUMAN,6,5,6
UBTD1_HUMAN,0,0,0
KAL1L_HUMAN,0,1,2
COIL_HUMAN,1,3,8
ITPR1_HUMAN,22,11,16
PKP1_HUMAN,15,6,11
CF163_HUMAN,0,0,0
SNA2_YEAST,0,0,3
RFOX1_HUMAN,5,2,5
DEN5A_HUMAN,2,2,3
YF021_YEAST,0,0,1
YOL66_YEAST,0,0,1
ZN888_HUMAN,1,3,1
MK01_HUMAN,56,9,20
ZN790_HUMAN,1,3,1
ASNS2_YEAST,3,2,2
BRD2_HUMAN,7,4,5
MC4R_HUMAN,14,5,3
MSL2_HUMAN,5,4,4
FKBP2_HUMAN,2,2,2
S27A3_HUMAN,2,4,6
SLD2_YEAST,7,2,3
CNTP2_HUMAN,21,3,16
GCSAM_HUMAN,2,3,2
SVP26_YEAST,5,1,4
YA026_YEAST,0,0,1
URB1_YEAST,3,1,2
FBX47_HUMAN,0,0,0
PGTB2_HUMAN,3,3,3
VHT1_YEAST,1,3,3
TM38B_HUMAN,13,2,4
YL294_YEAST,1,0,1
DFFA_HUMAN,7,3,6
RHBL2_HUMAN,1,1,1
ZN428_HUMAN,0,1,0
LV218_HUMAN,2,0,3
YG123_YEAST,0,0,0
ADA33_HUMAN,1,2,1
KRE2_YEAST,5,1,4
KLH10_HUMAN,7,0,1
RBAK_HUMAN,3,3,2
JPH4_HUMAN,7,0,6
PTCRA_HUMAN,1,0,1
O5AP2_HUMAN,2,3,1
ZN317_HUMAN,1,3,1
CND1_YEAST,13,1,3
YP191_YEAST,2,3,3
RS6A_YEAST,2,1,6
ATD2B_HUMAN,3,5,2
EPOR_HUMAN,8,2,4
UFM1_HUMAN,8,0,3
ADY3_YEAST,5,0,4
CC170_HUMAN,1,1,3
CBARP_HUMAN,3,1,4
IL21_HUMAN,18,3,2
BIM1_YEAST,13,1,6
YGT8_YEAST,0,0,0
TCAL6_HUMAN,0,0,1
YI012_HUMAN,0,0,0
LPD6B_HUMAN,0,1,3
DCK1_YEAST,3,2,3
SWP70_HUMAN,10,5,7
TTC27_HUMAN,0,0,0
PAIP1_HUMAN,8,2,3
HDHD2_HUMAN,1,3,1
SVEP1_HUMAN,9,4,5
UME1_YEAST,10,2,5
FIGL2_HUMAN,5,3,2
YKK0_YEAST,4,1,3
PAU19_YEAST,1,1,1
NCB2_YEAST,7,5,2
BBOF1_HUMAN,3,0,3
TVB66_HUMAN,2,0,2
CT456_HUMAN,0,0,0
HSDL2_HUMAN,1,1,3
YPT10_YEAST,2,4,5
S35F5_HUMAN,0,0,1
NTH2_YEAST,3,6,2
PLPR5_HUMAN,5,1,1
VTC2_YEAST,8,2,7
VP26C_HUMAN,2,0,2
TBC23_HUMAN,6,0,4
ASPH2_HUMAN,0,2,1
HV145_HUMAN,1,1,3
SMCA2_HUMAN,22,10,11
FSCN2_HUMAN,7,3,3
VLD1_YEAST,0,0,4
TR13B_HUMAN,5,1,1
SIRPG_HUMAN,8,0,2
MILK1_HUMAN,9,5,4
CC50C_HUMAN,0,0,1
TIM8_YEAST,1,2,4
MAFG_HUMAN,7,6,3
FXYD5_HUMAN,5,3,3
B3GT5_HUMAN,5,1,3
PRS46_HUMAN,1,1,0
KPR1_YEAST,4,4,3
PRB3_HUMAN,1,0,1
FZR1_HUMAN,13,3,5
RX_HUMAN,7,4,2
GLIS1_HUMAN,4,5,1
LV319_HUMAN,2,1,5
LEUK_HUMAN,23,3,10
FLIP1_HUMAN,1,0,5
ATR1_YEAST,1,1,4
OGRL1_HUMAN,0,1,1
AAAS_HUMAN,8,0,10
RTR1_YEAST,1,4,2
ZN649_HUMAN,1,3,2
FOCAD_HUMAN,1,0,2
UBR1_HUMAN,5,3,4
RPA1_YEAST,6,4,3
TCD2_YEAST,1,3,2
ANCHR_HUMAN,4,2,5
STX7_HUMAN,8,4,18
ST20_HUMAN,5,1,0
INHBA_HUMAN,58,7,6
SLI1_YEAST,1,1,3
NACA_YEAST,4,5,3
TM39B_HUMAN,0,0,2
TTYH3_HUMAN,3,4,3
YN8B_YEAST,1,1,2
B3GN3_HUMAN,4,3,2
NOL10_HUMAN,1,1,2
ZN500_HUMAN,1,3,1
EST2_HUMAN,3,3,3
OXDD_HUMAN,7,3,4
OR2M7_HUMAN,1,2,1
COPG1_HUMAN,6,1,8
DUX3_HUMAN,1,2,1
EMAL2_HUMAN,5,2,4
AGM1_YEAST,4,2,2
NEC2_HUMAN,7,1,9
AAKB1_HUMAN,7,2,5
CCN4_HUMAN,18,2,3
ZN721_HUMAN,1,3,1
ZN260_HUMAN,1,3,3
ELF2_HUMAN,3,4,5
DYN2_HUMAN,25,6,25
SIM43_HUMAN,2,1,1
TRPG_YEAST,3,2,2
OR2T1_HUMAN,1,2,1
TTC24_HUMAN,0,0,0
CD1A_HUMAN,5,3,5
YJ006_HUMAN,0,0,0
PRAF3_HUMAN,15,0,5
GANAB_HUMAN,2,5,7
SAC7_YEAST,5,1,2
SDS3_YEAST,10,1,5
BCL7B_HUMAN,13,1,4
PAPOB_HUMAN,2,4,2
NKG2C_HUMAN,8,5,3
N6MT1_HUMAN,7,8,4
NOL4_HUMAN,0,1,1
PRIMA_HUMAN,0,0,3
LRC46_HUMAN,0,0,0
TPD52_HUMAN,3,2,3
ASAS1_HUMAN,0,0,0
SPRE3_HUMAN,5,1,1
DHRS2_HUMAN,7,2,6
YMR1_YEAST,1,2,2
MIA40_YEAST,3,5,3
RS4Y1_HUMAN,1,3,6
YKK7_YEAST,1,1,2
NAC1_HUMAN,35,6,14
YER90_YEAST,0,0,1
O10K2_HUMAN,1,3,2
FNDC4_HUMAN,2,0,3
SMCO1_HUMAN,0,0,1
TM262_HUMAN,0,0,2
YD17A_YEAST,0,1,1
RAB3I_HUMAN,10,3,9
MRT4_YEAST,6,1,6
VMA21_YEAST,1,0,4
C2CD2_HUMAN,0,0,3
RP9_HUMAN,2,2,2
M18BP_HUMAN,1,1,2
MK14_HUMAN,65,9,11
MINK1_HUMAN,16,5,7
ASTL_HUMAN,6,4,3
GYS1_HUMAN,2,3,4
VPS71_YEAST,3,2,3
SYNE3_HUMAN,4,2,7
SPCS1_HUMAN,5,0,2
ADA28_HUMAN,2,4,3
SBSPO_HUMAN,0,0,2
SNO2_YEAST,3,2,2
PRR33_HUMAN,0,0,0
ZN425_HUMAN,2,3,3
SUSD4_HUMAN,6,0,3
MGDP1_HUMAN,0,3,0
ZNG1C_HUMAN,0,3,2
PP2A2_YEAST,8,3,6
6P21_YEAST,2,2,2
KLRD1_HUMAN,8,6,3
NXF1_HUMAN,3,2,9
ST2A1_HUMAN,9,5,2
TSYL2_HUMAN,6,3,5
MOGT3_HUMAN,3,2,2
G6PT1_HUMAN,5,2,3
TMX1_HUMAN,5,4,5
CTC1_HUMAN,14,3,5
PABP5_HUMAN,0,3,5
TIGIT_HUMAN,3,2,2
CAP7_HUMAN,24,5,8
GDS1_HUMAN,12,1,5
YP225_YEAST,1,5,1
RAB8B_HUMAN,8,5,12
CFA53_HUMAN,7,0,10
THOC4_HUMAN,5,3,9
YD241_YEAST,0,0,1
NOP10_YEAST,4,3,3
DMXL2_HUMAN,1,1,5
RN103_HUMAN,4,3,3
YL041_YEAST,0,0,0
DG2L6_HUMAN,3,2,1
YKP3_YEAST,0,0,0
EPN3_HUMAN,1,3,11
F135A_HUMAN,1,0,0
TFDP2_HUMAN,5,4,5
C1TC_YEAST,6,4,3
NHLC3_HUMAN,3,2,2
RS14A_YEAST,4,2,6
IFH1_YEAST,5,2,5
CD19_HUMAN,9,0,5
YNT8_YEAST,0,0,1
DYH3_HUMAN,2,6,4
LMIP_HUMAN,2,1,3
FLTOP_HUMAN,2,0,6
AT134_HUMAN,3,6,5
PCDGA_HUMAN,3,1,1
FOXN4_HUMAN,9,4,2
SAP_HUMAN,9,11,11
CFAD_HUMAN,4,2,5
C10_HUMAN,7,0,2
CTL3_HUMAN,2,2,2
YH022_YEAST,0,0,0
UPP2_HUMAN,5,3,2
MPM1_YEAST,0,0,3
ASGL1_HUMAN,2,2,4
ZIC5_HUMAN,3,4,1
COF1_HUMAN,14,1,14
TUS1_YEAST,3,1,2
YIA6_YEAST,3,1,2
NRT1_YEAST,4,3,1
ATN5_YEAST,5,6,2
TPC12_HUMAN,7,0,9
MED15_HUMAN,4,1,5
SRP72_YEAST,2,1,3
SUN3_HUMAN,0,1,3
DCD_HUMAN,4,5,3
TAF1B_HUMAN,3,3,5
AIP1_YEAST,3,2,6
MIPEP_HUMAN,2,2,2
SMAD1_HUMAN,34,12,11
YJS2_YEAST,0,0,1
EID2B_HUMAN,4,2,2
JAG2_HUMAN,16,3,1
LPIN1_HUMAN,13,2,9
ZN415_HUMAN,1,3,4
PR23A_HUMAN,0,0,0
TAP26_HUMAN,0,1,1
GNPI2_HUMAN,5,3,3
ECM8_YEAST,1,0,0
NFE2_HUMAN,5,8,7
CU037_HUMAN,0,0,0
IL36A_HUMAN,7,2,3
COA3_HUMAN,2,0,2
B3GL2_HUMAN,2,2,3
MED8_HUMAN,5,3,5
OCRL_HUMAN,8,10,15
PANX2_HUMAN,5,2,3
S35C2_HUMAN,4,1,5
YD11A_YEAST,1,1,1
BTN1_YEAST,3,0,3
PTN4_HUMAN,1,4,5
ITCH_HUMAN,32,9,12
ATP9_YEAST,1,3,5
INO80_HUMAN,25,8,7
PRP16_HUMAN,1,5,5
MYO6_HUMAN,11,9,27
DOT1L_HUMAN,9,8,5
SEP14_HUMAN,5,3,11
RN213_HUMAN,13,5,5
MBOA2_HUMAN,6,6,2
PRP31_YEAST,3,1,8
ESF1_HUMAN,1,1,3
MIOX_HUMAN,1,4,3
TMC5A_HUMAN,0,0,1
PSG11_HUMAN,2,0,2
SYIC_HUMAN,3,5,6
CSF1R_HUMAN,42,7,6
ZN284_HUMAN,1,3,1
TIDC1_HUMAN,0,0,3
RT26_HUMAN,1,1,4
AQP9_HUMAN,9,6,3
MCM5_YEAST,10,5,10
KIF3A_HUMAN,8,8,11
BUD2_YEAST,7,1,4
SPRTN_HUMAN,8,7,4
CENPS_YEAST,4,3,1
CMGA_HUMAN,20,0,7
YRA2_YEAST,1,3,3
CP2B6_HUMAN,5,11,3
ZN655_HUMAN,2,3,3
PRC2C_HUMAN,2,1,3
SFB2_YEAST,2,3,4
FMP10_YEAST,0,0,2
HSP82_YEAST,13,5,6
ALKB6_HUMAN,0,2,4
TBB2B_HUMAN,8,5,7
T53I2_HUMAN,7,1,5
CD011_HUMAN,0,0,0
GP119_HUMAN,3,2,3
TNFL6_HUMAN,27,4,10
XKR2_HUMAN,0,0,1
FCERA_HUMAN,6,2,3
YL281_YEAST,1,2,1
MARH7_HUMAN,12,5,4
STRAA_HUMAN,3,4,6
PSPC1_HUMAN,7,1,7
TRDD1_HUMAN,1,0,1
CXCR4_HUMAN,42,12,12
ENPL_HUMAN,13,8,19
ST65G_HUMAN,4,2,3
TIAF1_HUMAN,3,0,1
AVL9_HUMAN,1,0,3
T2R50_HUMAN,1,2,2
UACA_HUMAN,1,0,6
SNX17_HUMAN,11,3,9
EXOS4_HUMAN,13,3,11
LPXN_HUMAN,9,2,10
RCR2_YEAST,2,1,5
RRP6_YEAST,18,4,4
CBPC1_HUMAN,16,3,7
SART3_HUMAN,9,6,6
HXD13_HUMAN,15,7,2
DUS2_HUMAN,2,8,4
BT3A2_HUMAN,4,1,3
PAU8_YEAST,2,1,1
AVT4_YEAST,2,3,4
ZUP1_HUMAN,0,2,2
XNDC1_HUMAN,1,1,2
POM34_YEAST,5,1,5
RPN11_YEAST,6,5,6
EXOC8_HUMAN,11,2,8
NFIP2_HUMAN,8,1,8
YB221_YEAST,0,0,0
FUT7_HUMAN,24,3,5
MRM1_HUMAN,2,3,2
GON2_HUMAN,1,3,2
TAPT1_YEAST,1,0,4
CD79B_HUMAN,5,2,5
NC2B_HUMAN,8,4,5
YL12A_YEAST,1,1,1
TBCC_HUMAN,3,3,5
MYL1_HUMAN,2,2,6
PAL4F_HUMAN,2,2,1
ZN600_HUMAN,1,3,1
ZN292_HUMAN,1,4,1
VN1R3_HUMAN,2,1,1
GAK7_HUMAN,1,3,1
PFKAM_HUMAN,11,9,6
DEF1_HUMAN,16,1,6
ACE2_HUMAN,26,7,12
TIM21_HUMAN,4,0,4
TM222_HUMAN,0,0,2
EF1A1_HUMAN,6,8,17
SPG3_YEAST,0,0,2
CNRP1_HUMAN,2,1,2
AT11C_HUMAN,2,7,8
EF1B_YEAST,4,2,3
F90AF_HUMAN,0,0,0
TAB2_HUMAN,8,4,6
GATA_HUMAN,3,2,2
FGF3_HUMAN,12,2,3
GLPK5_HUMAN,5,2,2
MTCP1_HUMAN,1,2,0
DPO5_YEAST,6,4,3
PHB2_HUMAN,29,6,16
HLAH_HUMAN,4,3,12
POTED_HUMAN,0,0,1
LAA2_YEAST,2,1,2
RHBL3_HUMAN,1,2,1
CS2IP_HUMAN,0,0,1
DBP3_YEAST,2,5,2
IMA5_YEAST,3,5,0
STRC_HUMAN,4,0,3
VATH_HUMAN,9,2,11
YRF12_YEAST,1,4,2
KI21B_HUMAN,1,4,5
ELOV7_HUMAN,7,1,2
YM006_HUMAN,0,0,0
CRY2_HUMAN,18,9,7
TEX51_HUMAN,0,0,1
FOLC_HUMAN,9,3,5
YP150_YEAST,1,5,1
HPRT_HUMAN,24,5,3
SC5A1_HUMAN,14,10,8
PWP3A_HUMAN,2,1,3
ERBB4_HUMAN,39,9,16
YG1O_YEAST,0,0,0
PADI4_HUMAN,7,8,5
YGK2_YEAST,0,0,0
PCDGB_HUMAN,3,1,1
KCNE5_HUMAN,15,3,2
F222B_HUMAN,0,0,2
OR5J2_HUMAN,0,3,1
PMT1_YEAST,5,1,4
RS17B_YEAST,2,1,2
FRP2L_HUMAN,0,0,0
TBCEL_HUMAN,3,1,2
SC160_YEAST,6,3,7
DSEL_HUMAN,3,2,1
DCBD1_HUMAN,0,1,1
TSP3_HUMAN,4,2,3
MDM1_HUMAN,2,1,6
EF1A2_HUMAN,5,5,4
CSH1_YEAST,4,2,4
CTRO_HUMAN,7,11,2
TAOK1_HUMAN,17,12,5
ZDH19_HUMAN,3,1,5
TOP1M_HUMAN,2,2,4
PMT2_YEAST,6,1,4
SMKR1_HUMAN,0,0,0
KAPCA_HUMAN,43,14,21
DCP1A_HUMAN,6,5,7
KV112_HUMAN,2,0,4
PGA2_YEAST,1,0,4
CA043_HUMAN,2,0,4
PCL7_YEAST,6,2,3
MTR2_YEAST,6,0,3
CTR1_YEAST,1,1,4
TVAZ2_HUMAN,2,0,1
COX6C_HUMAN,3,0,4
EMC2_HUMAN,2,0,5
TSKS_HUMAN,0,1,2
FUCT1_HUMAN,5,2,2
M4A15_HUMAN,1,0,1
CRAC1_HUMAN,1,1,1
NEDD8_HUMAN,10,2,5
CT452_HUMAN,0,0,0
VPS24_YEAST,6,1,4
PGFRL_HUMAN,0,2,1
Z385C_HUMAN,0,2,1
DHE4_YEAST,1,1,3
BROX_HUMAN,1,0,3
YUR1_YEAST,3,2,3
APOE_HUMAN,98,22,31
DYH6_HUMAN,1,5,4
TSYL1_HUMAN,1,3,4
YP170_YEAST,0,0,1
HNMT_HUMAN,5,1,5
PO3F3_HUMAN,17,6,3
CK097_HUMAN,0,0,3
KIF23_HUMAN,5,4,13
DYN3_YEAST,3,0,3
NKG2A_HUMAN,10,5,3
CXB7_HUMAN,2,1,1
CF251_HUMAN,2,0,3
SGSN1_HUMAN,0,0,0
CD38_HUMAN,25,5,6
PEX21_YEAST,1,1,5
COEA1_HUMAN,6,5,8
CT62_HUMAN,0,0,0
TM108_HUMAN,10,0,9
BUB3_YEAST,3,1,5
PP4P1_HUMAN,8,1,5
PTPRQ_HUMAN,2,1,4
PTCA_HUMAN,1,0,1
DHB13_HUMAN,2,4,3
LRC72_HUMAN,0,0,0
AAD4_YEAST,1,1,0
DCOR_HUMAN,7,2,2
CE126_HUMAN,4,0,4
PNCB_HUMAN,2,3,4
TMG3_HUMAN,0,1,2
IBPL1_HUMAN,3,1,2
IES3_YEAST,6,0,3
MGMT_YEAST,2,2,2
CHST1_HUMAN,7,3,3
S23A2_HUMAN,7,2,5
RINL_HUMAN,2,3,4
HBP1_HUMAN,3,3,4
ACOT1_HUMAN,4,2,2
HV270_HUMAN,2,1,3
B3GLT_HUMAN,11,2,1
ZN644_HUMAN,1,4,1
DYR_HUMAN,11,7,2
YC006_HUMAN,0,0,0
NOL8_HUMAN,2,1,2
STE12_YEAST,10,2,4
VDAC2_HUMAN,7,8,10
T151B_HUMAN,0,0,1
PACR_HUMAN,15,7,7
PLCB_HUMAN,8,1,4
SDF2_HUMAN,1,1,2
ZN442_HUMAN,1,3,1
YO012_YEAST,0,0,0
GGPPS_HUMAN,5,6,5
TYW4_YEAST,3,1,2
F216B_HUMAN,0,0,0
KR131_HUMAN,0,0,2
CAN14_HUMAN,1,2,1
YN43_YEAST,0,0,0
TRI65_HUMAN,9,2,3
ERF_HUMAN,2,3,4
PALA_YEAST,4,0,4
M3K12_HUMAN,12,8,5
OTOP3_HUMAN,1,2,2
CHD1_HUMAN,3,8,5
HAUS5_HUMAN,4,0,4
ZN235_HUMAN,0,3,1
DNJA3_HUMAN,24,12,10
IFN14_HUMAN,11,3,2
TCF21_HUMAN,28,10,4
YP015_YEAST,1,1,0
RS9_HUMAN,4,4,14
DCNL1_HUMAN,4,3,5
TRML4_HUMAN,2,1,3
GAK24_HUMAN,1,3,1
ST1C3_HUMAN,6,4,1
SKP2_HUMAN,13,2,5
PIGR_HUMAN,5,2,6
LYPD5_HUMAN,0,0,3
PAU3_YEAST,1,1,2
DR9C7_HUMAN,2,1,2
CXXC1_HUMAN,2,4,7
FWCH2_HUMAN,0,1,0
XIAP_HUMAN,27,8,4
P3H3_HUMAN,4,3,2
OR1L8_HUMAN,1,2,1
TSL1_YEAST,2,2,2
DCE_YEAST,2,2,2
NDKB_HUMAN,13,9,11
GPAA1_HUMAN,3,1,7
CHRD_HUMAN,10,2,1
TUG1_HUMAN,0,0,2
LST1_HUMAN,6,0,6
ADA17_HUMAN,39,13,10
SIW14_YEAST,3,6,2
VHR1_YEAST,3,2,2
AVT6_YEAST,3,7,2
SPO74_YEAST,1,1,3
ARL4C_HUMAN,2,3,6
EMP3_HUMAN,2,0,1
YOR29_YEAST,0,0,0
NKX24_HUMAN,2,2,2
AOXA_HUMAN,2,9,2
GGTL3_HUMAN,2,1,1
KAPR_YEAST,7,4,6
YKR7_YEAST,0,0,0
SSX6_HUMAN,1,0,1
YD391_YEAST,0,0,2
FGFP2_HUMAN,1,1,1
MT1G_HUMAN,9,2,2
CC85B_HUMAN,4,1,4
MCCD1_HUMAN,0,0,1
AIM7_YEAST,2,2,4
RUSD2_HUMAN,3,2,0
FCRLB_HUMAN,3,1,3
GLB1L_HUMAN,1,1,2
RSU1_HUMAN,3,0,3
ELOV5_HUMAN,10,1,6
NLS1_HUMAN,31,6,3
YB103_YEAST,0,0,0
LIPB2_HUMAN,1,1,3
CHCH7_HUMAN,1,0,2
TEAD2_HUMAN,16,6,7
CDKN3_HUMAN,5,4,4
SIM26_HUMAN,0,2,2
KCNN2_HUMAN,4,7,6
GORAB_HUMAN,3,0,5
ARR1_YEAST,2,4,3
CNDH2_HUMAN,8,1,7
SIAE_HUMAN,2,3,3
YJ85_YEAST,0,0,0
TPA1_YEAST,5,4,2
SO2B1_HUMAN,8,5,4
MDM2_HUMAN,65,17,11
CD37_HUMAN,0,0,4
TBL1R_HUMAN,14,4,5
ROBO4_HUMAN,6,2,4
AG10B_HUMAN,2,1,4
JIP3_YEAST,0,0,0
ADX_HUMAN,7,3,2
SHC3_HUMAN,4,2,2
MFSD1_HUMAN,3,2,2
FXL22_HUMAN,2,1,3
CNO6L_HUMAN,6,2,4
BC11A_HUMAN,17,10,8
S2535_HUMAN,0,0,2
AIPL1_HUMAN,7,3,6
KV106_HUMAN,2,0,3
SPR2B_HUMAN,3,0,2
OR2T7_HUMAN,1,2,1
PRUN1_HUMAN,2,5,4
KR261_HUMAN,0,1,2
RSC1_YEAST,7,1,2
LYAM1_HUMAN,6,7,4
PTPRK_HUMAN,14,5,8
CBPN_HUMAN,5,2,2
YM075_YEAST,0,0,0
CRP_HUMAN,12,6,2
S52A2_HUMAN,2,3,1
SWAP1_HUMAN,2,2,2
SMD1_YEAST,6,2,18
SYT8_HUMAN,2,5,6
CCD15_HUMAN,0,0,1
SC6A7_HUMAN,5,2,4
MRX12_YEAST,0,0,1
THI7_YEAST,3,3,2
CXA5_HUMAN,35,9,5
SC6A9_HUMAN,10,2,14
PLHD1_HUMAN,0,0,0
DBF4B_HUMAN,4,5,5
CAVN1_HUMAN,5,3,11
WRIP1_HUMAN,4,7,3
PACMP_HUMAN,3,1,2
DUXB_HUMAN,1,2,2
NAMPT_HUMAN,8,3,4
SAP18_HUMAN,7,2,7
MYO1C_HUMAN,15,6,22
STXB1_HUMAN,29,8,18
FA83D_HUMAN,11,3,7
RASE_HUMAN,1,4,1
YPS3_YEAST,2,1,4
MPI_YEAST,4,2,3
AVR2B_HUMAN,34,10,5
YI56A_YEAST,0,0,1
ADRB3_HUMAN,15,6,2
S31F3_HUMAN,0,0,1
MUL1_HUMAN,25,7,6
MAGBA_HUMAN,1,0,1
ORML3_HUMAN,11,0,6
YMEL1_HUMAN,11,5,4
GRP1_HUMAN,21,7,6
ZN384_HUMAN,1,4,1
IMPA1_HUMAN,6,9,2
TLE1_HUMAN,9,3,5
CTSR2_HUMAN,4,2,3
KCY_HUMAN,6,8,6
OTOL1_HUMAN,3,2,4
RL13_HUMAN,4,2,9
AT2L1_HUMAN,0,3,1
SOL3_YEAST,2,1,3
GRIK5_HUMAN,4,3,8
NPT2A_HUMAN,32,4,12
T255B_HUMAN,0,0,1
ZEB2_HUMAN,23,5,5
MKS1_YEAST,4,0,2
APOL4_HUMAN,3,1,2
NCKX2_HUMAN,17,3,4
GLI3_HUMAN,71,11,13
TRBC2_HUMAN,3,0,2
HXA7_HUMAN,12,6,4
AL1A3_HUMAN,18,6,3
PCD23_HUMAN,4,1,1
SCYL2_HUMAN,7,3,3
ZN121_HUMAN,1,3,1
IREB2_HUMAN,10,6,3
TIPIN_HUMAN,9,1,5
USH1C_HUMAN,16,1,14
YNO0_YEAST,0,0,0
YB39A_YEAST,0,0,0
SAMD7_HUMAN,3,3,3
CSTP1_HUMAN,1,1,3
MPP8_HUMAN,4,3,8
SESQ1_HUMAN,3,1,5
C5AR2_HUMAN,9,2,3
BET3_YEAST,6,0,8
OR4A5_HUMAN,0,2,1
TTYH1_HUMAN,8,5,7
DPYL2_HUMAN,6,3,4
CP56_YEAST,1,5,1
NDUS7_HUMAN,5,6,6
RN115_HUMAN,8,3,5
YG22A_YEAST,1,1,1
MTC2_YEAST,0,0,0
ZN439_HUMAN,1,3,1
TFE2_HUMAN,14,15,8
CDK7_HUMAN,10,7,13
ENTP1_HUMAN,4,13,4
TREM1_HUMAN,6,4,4
TRI46_HUMAN,8,1,5
5HT5A_HUMAN,7,5,4
DUOX2_HUMAN,13,7,10
CADH6_HUMAN,10,3,6
RAGE_HUMAN,46,10,7
CALM_YEAST,15,4,10
MLXIP_HUMAN,2,5,3
NDK5_HUMAN,12,2,5
AR2BP_HUMAN,3,2,8
ABCBA_HUMAN,7,4,3
ARMC7_HUMAN,2,0,1
NRAM1_HUMAN,37,6,9
HECA2_HUMAN,2,0,8
ESRP2_HUMAN,6,2,3
BRK1_HUMAN,10,2,5
YO097_YEAST,0,0,0
BNI3L_HUMAN,12,3,7
MED15_YEAST,8,4,3
SL9A3_HUMAN,4,5,9
SCN4A_HUMAN,5,1,2
C2TA_HUMAN,12,9,3
TCF20_HUMAN,2,3,3
HXT4_YEAST,2,5,2
IOC3_YEAST,3,0,2
CP27A_HUMAN,5,6,3
RIP_HUMAN,2,1,5
FABPH_HUMAN,10,3,4
CYP7_YEAST,3,3,2
TM165_HUMAN,9,3,7
TFC4_YEAST,3,1,4
AF9_HUMAN,9,6,6
HCN2_HUMAN,11,5,5
DLDH_HUMAN,7,2,10
YI018_HUMAN,0,0,0
VN1R2_HUMAN,2,1,1
MCM5_HUMAN,5,5,6
FUR4_YEAST,3,2,4
HTRA3_HUMAN,3,4,1
YM122_YEAST,0,0,3
YG5L_YEAST,0,0,5
MSO1_YEAST,4,0,9
SPC19_YEAST,6,0,4
PON2_HUMAN,2,4,2
ORC5_YEAST,4,2,6
MPZL3_HUMAN,3,0,1
YI066_YEAST,0,0,1
DHH1_YEAST,15,5,4
HV321_HUMAN,1,1,3
