Protein,Gene Ontology (biological process) Count,Gene Ontology (molecular function) Count,Gene Ontology (cellular component) Count
IKBP1_HUMAN,3,1,2
C1QL3_HUMAN,3,1,4
PRAM6_HUMAN,6,1,2
LIPK_HUMAN,2,1,2
SYPL2_HUMAN,4,0,1
NKAI2_HUMAN,1,0,1
MEDAG_HUMAN,1,0,1
LIPM_HUMAN,2,1,1
MORN5_HUMAN,0,0,1
DMRTA_HUMAN,4,5,2
STYL2_HUMAN,2,2,2
BSPRY_HUMAN,3,2,4
EST4A_HUMAN,0,1,1
FBW10_HUMAN,0,0,1
ZKSC2_HUMAN,1,3,1
KFA_HUMAN,2,1,3
METRL_HUMAN,7,1,2
F91A1_HUMAN,2,0,2
TBC9B_HUMAN,0,2,1
Z385C_HUMAN,0,2,1
TM198_HUMAN,2,0,2
2ABD_HUMAN,3,1,2
QTGAL_HUMAN,2,1,1
OLM2A_HUMAN,2,2,2
OLM2B_HUMAN,2,2,2
DEN2C_HUMAN,0,1,1
LMBD2_HUMAN,1,0,2
S31H1_HUMAN,0,0,2
KCD16_HUMAN,2,2,4
ZN626_HUMAN,1,3,1
C19L1_HUMAN,1,1,1
UQCC6_HUMAN,2,0,2
PDPK2_HUMAN,2,4,2
TXND8_HUMAN,2,0,4
ZN660_HUMAN,1,4,1
HBM_HUMAN,2,5,2
TBC3G_HUMAN,0,1,1
GP139_HUMAN,2,2,1
PTRD1_HUMAN,0,1,1
ISM2_HUMAN,0,0,1
T132E_HUMAN,1,0,2
OR6B2_HUMAN,0,3,2
ST6B1_HUMAN,1,1,2
ETFR1_HUMAN,1,0,1
TYW3_HUMAN,2,1,1
NB5R5_HUMAN,1,1,2
ADNP2_HUMAN,2,3,2
LAIR2_HUMAN,1,0,2
ZN425_HUMAN,2,3,3
CMI2A_HUMAN,1,0,4
KLH10_HUMAN,7,0,1
R7BP_HUMAN,3,0,11
FSTL4_HUMAN,5,2,2
OGFD2_HUMAN,0,4,0
CCD70_HUMAN,0,0,1
ZSC25_HUMAN,1,3,1
EST5A_HUMAN,0,1,1
SAPL1_HUMAN,5,0,3
REEP3_HUMAN,4,1,3
TYW1B_HUMAN,1,4,0
RETST_HUMAN,1,1,4
UD3A1_HUMAN,0,2,1
CDPF1_HUMAN,0,0,0
NEPRO_HUMAN,2,0,2
ARMC6_HUMAN,1,0,1
TTI2_HUMAN,2,0,2
KANK3_HUMAN,1,0,2
MZT2B_HUMAN,0,0,5
T2H2L_HUMAN,3,1,3
RM14_HUMAN,1,2,3
DUS1L_HUMAN,1,4,0
CC033_HUMAN,2,0,3
FAH2B_HUMAN,1,2,1
FBX42_HUMAN,0,1,1
MTFR2_HUMAN,3,0,1
NPAL3_HUMAN,1,1,1
PBIR3_HUMAN,0,1,0
GOLM2_HUMAN,0,0,2
RHGBA_HUMAN,3,1,2
MZT2A_HUMAN,0,0,5
LEG1H_HUMAN,0,0,2
CF161_HUMAN,2,0,4
PDXD1_HUMAN,1,3,2
TM154_HUMAN,0,0,1
GIMA6_HUMAN,0,1,1
CSAG1_HUMAN,1,0,3
EMB_HUMAN,4,1,3
SG11A_HUMAN,2,0,1
CXB7_HUMAN,2,1,1
ZN613_HUMAN,1,3,1
LIRA6_HUMAN,3,0,1
CC174_HUMAN,0,0,2
S23A3_HUMAN,1,1,1
MDEAS_HUMAN,2,2,3
FOXR2_HUMAN,0,2,3
OGFD3_HUMAN,0,4,1
DR4L2_HUMAN,1,1,3
MO2R2_HUMAN,1,1,1
CORO6_HUMAN,2,1,0
SCND3_HUMAN,3,1,2
VHLL_HUMAN,0,0,0
TBPL2_HUMAN,1,2,3
RSLBA_HUMAN,1,2,1
PLPR3_HUMAN,3,1,1
KLH17_HUMAN,3,3,6
DNAI7_HUMAN,0,2,3
IGFL1_HUMAN,0,1,1
SPESP_HUMAN,4,0,4
CP054_HUMAN,0,0,1
TMCO3_HUMAN,0,1,1
SUSD1_HUMAN,0,1,1
GPRL1_HUMAN,1,0,6
LCTL_HUMAN,3,1,2
IGFL2_HUMAN,0,1,1
CE046_HUMAN,0,0,1
MPZL3_HUMAN,3,0,1
TM207_HUMAN,0,0,1
DHR13_HUMAN,0,1,2
IL40_HUMAN,5,2,2
CP089_HUMAN,0,1,3
CF015_HUMAN,1,0,2
AEGP_HUMAN,1,0,2
PAMR1_HUMAN,0,1,1
VITRN_HUMAN,3,1,2
LRRN1_HUMAN,1,0,3
LRIG3_HUMAN,1,0,4
TRML4_HUMAN,2,1,3
ABH15_HUMAN,3,2,2
GSG1L_HUMAN,2,0,4
ITIH6_HUMAN,2,1,1
DLK2_HUMAN,2,3,1
PCD23_HUMAN,4,1,1
AP2E_HUMAN,2,6,2
GDPD4_HUMAN,1,2,1
RAD9B_HUMAN,4,0,3
ZPBP2_HUMAN,6,0,5
FBW12_HUMAN,1,0,1
RPTN_HUMAN,0,2,3
LBX2_HUMAN,4,2,2
DJC14_HUMAN,1,1,2
CX6B2_HUMAN,1,0,4
TMM64_HUMAN,7,0,2
SPNS3_HUMAN,1,1,1
LDH6A_HUMAN,2,1,3
KIF6_HUMAN,1,4,3
SPOC1_HUMAN,4,0,2
ZN793_HUMAN,1,3,1
MACC1_HUMAN,2,1,3
DEFI8_HUMAN,3,1,0
NFXL1_HUMAN,1,3,3
GDPP1_HUMAN,1,4,1
BICL1_HUMAN,3,2,2
CFA77_HUMAN,1,0,3
ZN493_HUMAN,1,3,1
CTSRG_HUMAN,2,0,4
RHG36_HUMAN,1,1,0
ZN662_HUMAN,1,3,1
PEAK3_HUMAN,2,1,2
WDFY4_HUMAN,4,0,2
R9BP_HUMAN,3,0,3
GLPK5_HUMAN,5,2,2
INSY2_HUMAN,1,0,1
TRI67_HUMAN,4,1,2
RFLA_HUMAN,4,1,2
RASF6_HUMAN,3,0,0
CBAR2_HUMAN,1,0,4
S31E1_HUMAN,2,0,1
DEN5B_HUMAN,1,2,2
TGRM2_HUMAN,3,1,2
ESPNL_HUMAN,2,1,2
FBX50_HUMAN,4,0,4
PAQR9_HUMAN,0,2,1
PTHD4_HUMAN,0,0,1
PKHM3_HUMAN,1,1,3
KCP_HUMAN,1,0,1
TM11F_HUMAN,2,1,3
KRA55_HUMAN,0,0,2
CEFIP_HUMAN,1,0,1
CYS1_HUMAN,0,0,4
TLC3B_HUMAN,3,1,3
BRNP3_HUMAN,5,0,5
B4GN4_HUMAN,0,2,1
RNF44_HUMAN,1,2,0
MON1B_HUMAN,4,0,2
TEDC2_HUMAN,1,0,3
ZN771_HUMAN,1,3,3
SYPM_HUMAN,1,3,2
SYT13_HUMAN,1,5,4
DPH6_HUMAN,1,2,1
EEPD1_HUMAN,2,2,1
GAK6_HUMAN,1,3,1
SHF_HUMAN,1,1,0
T2R42_HUMAN,1,1,2
OTOP2_HUMAN,1,1,2
STRC_HUMAN,4,0,3
GSTA5_HUMAN,2,1,2
ZN367_HUMAN,1,4,2
PRS48_HUMAN,1,1,1
OVCH1_HUMAN,1,2,1
TMPS7_HUMAN,1,2,1
PRS41_HUMAN,1,1,4
U17L1_HUMAN,4,1,3
GRIN1_HUMAN,1,1,2
TRM1L_HUMAN,1,4,1
RM21_HUMAN,1,2,3
ZN551_HUMAN,1,3,1
ZN550_HUMAN,1,3,1
PRIC2_HUMAN,1,1,2
OR2W3_HUMAN,1,2,1
PIWL3_HUMAN,5,2,3
TMC7_HUMAN,1,2,2
TMC4_HUMAN,0,2,2
RASE_HUMAN,1,4,1
TRM11_HUMAN,2,3,2
HDDC2_HUMAN,0,2,0
GL6D1_HUMAN,2,2,3
RE114_HUMAN,4,0,1
HEAT3_HUMAN,3,1,0
MDGA2_HUMAN,2,0,3
PRS42_HUMAN,3,1,4
VN1R5_HUMAN,1,1,1
VN1R4_HUMAN,2,1,1
AB12B_HUMAN,2,2,1
GP142_HUMAN,1,1,3
CEA19_HUMAN,1,0,2
GRASP_HUMAN,2,3,5
NRARP_HUMAN,12,0,0
RAB44_HUMAN,3,3,3
PLPL5_HUMAN,2,1,4
MRO2B_HUMAN,3,0,4
CTU1_HUMAN,4,2,2
DB132_HUMAN,3,0,2
RM55_HUMAN,2,1,3
DPPA2_HUMAN,1,1,2
LHPL4_HUMAN,4,1,6
ZSCA2_HUMAN,3,3,1
AGRD2_HUMAN,3,1,2
LYG2_HUMAN,3,1,1
ZAR1_HUMAN,5,4,3
GP149_HUMAN,4,2,2
TEDC1_HUMAN,1,0,3
MOB3B_HUMAN,2,2,2
SRCA_HUMAN,0,1,2
ZN554_HUMAN,1,3,3
TRPT1_HUMAN,1,1,0
NOP9_HUMAN,4,1,3
PRP39_HUMAN,1,0,3
BIVM_HUMAN,0,0,3
TM135_HUMAN,7,0,4
ZN546_HUMAN,1,3,1
CUZD1_HUMAN,3,0,4
GTD2A_HUMAN,0,2,1
HPLN4_HUMAN,7,2,3
NT5D3_HUMAN,0,2,3
AACS_HUMAN,3,2,1
EX3L1_HUMAN,3,1,3
VS10L_HUMAN,0,0,2
CMTD1_HUMAN,1,2,2
P2RY8_HUMAN,2,2,1
ZSC30_HUMAN,1,3,1
NALP8_HUMAN,1,1,1
TPRA1_HUMAN,4,1,2
F228A_HUMAN,0,0,0
PPR27_HUMAN,0,2,0
LHPL1_HUMAN,0,0,1
AMGO3_HUMAN,4,1,1
PAQR7_HUMAN,2,2,1
IFNE_HUMAN,12,2,1
OOSP2_HUMAN,1,0,1
COA5_HUMAN,5,0,2
RLGPB_HUMAN,2,2,0
TMM17_HUMAN,3,0,3
RGPS2_HUMAN,1,1,2
NIT1_HUMAN,1,1,3
COMD2_HUMAN,0,0,1
F131B_HUMAN,0,0,2
DRC11_HUMAN,0,3,3
PPR3B_HUMAN,4,4,2
PRSR1_HUMAN,0,0,0
GKN2_HUMAN,2,0,2
NIBA3_HUMAN,0,0,0
PRIMA_HUMAN,0,0,3
TM219_HUMAN,1,0,1
TXND6_HUMAN,3,1,3
CONA1_HUMAN,1,3,7
PTH_HUMAN,1,2,1
ZN573_HUMAN,1,3,1
Z280B_HUMAN,1,3,1
DOPP1_HUMAN,3,1,2
MYLK4_HUMAN,1,4,0
KR131_HUMAN,0,0,2
TF2LY_HUMAN,1,4,2
TF2LX_HUMAN,1,4,2
TPPC5_HUMAN,4,0,7
LRC49_HUMAN,0,0,3
SYT12_HUMAN,4,5,4
CCNJL_HUMAN,1,1,4
MSTN1_HUMAN,10,0,3
LOXH1_HUMAN,1,0,1
ARL17_HUMAN,2,2,1
SIAH3_HUMAN,3,3,3
ZN695_HUMAN,1,3,1
ARHGJ_HUMAN,4,2,1
TEX2_HUMAN,3,1,4
DEN6A_HUMAN,1,1,4
CC28A_HUMAN,0,0,0
Z3H7A_HUMAN,2,3,1
ZSC29_HUMAN,1,4,1
GOR_HUMAN,0,2,2
DHX40_HUMAN,0,5,0
FBX16_HUMAN,0,0,0
HYCC2_HUMAN,2,0,2
DDIAS_HUMAN,4,0,2
DMRTD_HUMAN,4,4,3
PPIL6_HUMAN,1,1,1
SP8_HUMAN,4,4,2
RAVR1_HUMAN,0,1,2
LAS2_HUMAN,1,0,1
REM2_HUMAN,0,3,1
TRM44_HUMAN,1,3,1
TCAL8_HUMAN,0,0,1
ASTRC_HUMAN,2,2,3
DAAF8_HUMAN,1,1,1
GAR4_HUMAN,1,0,2
UBQLN_HUMAN,1,1,1
CFA46_HUMAN,2,0,1
ZN679_HUMAN,1,3,1
GP135_HUMAN,1,2,3
ZNF34_HUMAN,1,3,3
NRSN1_HUMAN,1,0,6
RUSD2_HUMAN,3,2,0
A16A1_HUMAN,0,1,1
H18_HUMAN,5,3,4
IFNL2_HUMAN,7,2,2
RGDSR_HUMAN,1,1,2
S38A6_HUMAN,2,2,2
H6ST3_HUMAN,1,1,2
OFCC1_HUMAN,0,0,0
DYLT2_HUMAN,1,1,4
CLCL1_HUMAN,3,1,1
FAM9C_HUMAN,2,0,1
DSEL_HUMAN,3,2,1
CKLF8_HUMAN,2,2,4
RBIS_HUMAN,1,0,3
TMM61_HUMAN,0,0,1
PGAM4_HUMAN,2,4,2
PUSL1_HUMAN,1,3,2
TAGAP_HUMAN,3,2,1
KI2LA_HUMAN,1,0,1
CEND_HUMAN,5,0,1
LSME2_HUMAN,0,0,1
CP4X1_HUMAN,1,3,1
F177A_HUMAN,0,0,0
BCL6B_HUMAN,3,4,1
PDK1L_HUMAN,0,4,3
ZN567_HUMAN,1,3,1
BWR1B_HUMAN,0,0,0
LRC47_HUMAN,1,2,0
S39AB_HUMAN,2,2,5
GAPT_HUMAN,2,0,3
PYRD2_HUMAN,1,1,2
CIART_HUMAN,3,2,2
EH1L1_HUMAN,0,0,2
ZN664_HUMAN,1,3,1
FNBP4_HUMAN,0,0,1
LCORL_HUMAN,1,2,1
CPXM2_HUMAN,1,2,1
GUF1_HUMAN,2,3,3
FXL16_HUMAN,1,0,2
FSTL5_HUMAN,2,1,1
ARL14_HUMAN,2,2,1
TOM5_HUMAN,2,0,4
IT70B_HUMAN,3,1,4
PTGR3_HUMAN,2,2,2
ARG39_HUMAN,1,1,1
T11L2_HUMAN,2,0,2
DTWD1_HUMAN,1,1,1
KCNRG_HUMAN,2,1,1
NOPC1_HUMAN,1,1,1
RP25L_HUMAN,1,1,2
TTC9C_HUMAN,0,0,0
RM50_HUMAN,1,0,4
CCD33_HUMAN,0,0,1
S2541_HUMAN,4,2,2
OR2C3_HUMAN,1,2,1
DB119_HUMAN,3,1,1
MYCT1_HUMAN,1,0,3
ANR29_HUMAN,0,0,0
AR6P6_HUMAN,0,0,1
TO6BL_HUMAN,2,0,1
TEX9_HUMAN,0,0,2
PCD20_HUMAN,2,2,1
NPW_HUMAN,3,1,1
KLDC1_HUMAN,2,1,3
HORM2_HUMAN,2,0,6
EFCB3_HUMAN,0,1,0
ZN433_HUMAN,1,3,1
ZN283_HUMAN,1,3,1
CLD22_HUMAN,3,2,2
CCYL1_HUMAN,7,2,1
STPG4_HUMAN,2,2,6
UBR7_HUMAN,1,2,0
PPM1N_HUMAN,3,4,2
ZN611_HUMAN,1,3,1
TSYL6_HUMAN,1,2,2
ZN713_HUMAN,1,4,1
ZN614_HUMAN,1,3,1
ANR44_HUMAN,0,0,0
DDX51_HUMAN,1,4,3
CE112_HUMAN,1,0,4
YIPF7_HUMAN,2,0,2
VGLL2_HUMAN,3,1,2
ZN615_HUMAN,1,3,1
K1958_HUMAN,0,0,0
ZN491_HUMAN,1,3,1
NIPA2_HUMAN,1,1,3
ZFP41_HUMAN,3,4,1
ZN441_HUMAN,1,3,1
DAND5_HUMAN,12,1,2
GPT11_HUMAN,0,1,1
ZN557_HUMAN,1,3,1
MUT7_HUMAN,1,3,0
ZIC4_HUMAN,2,5,1
SNX31_HUMAN,2,1,2
TRIML_HUMAN,3,2,1
GG6L2_HUMAN,0,0,0
ZN610_HUMAN,1,3,1
LMBL4_HUMAN,2,3,1
A16L2_HUMAN,4,0,4
ZN579_HUMAN,1,4,1
TDRD5_HUMAN,5,0,4
F184A_HUMAN,0,0,3
GALD1_HUMAN,1,1,3
DTWD2_HUMAN,1,1,2
AVL9_HUMAN,1,0,3
KY_HUMAN,3,1,3
PCYXL_HUMAN,2,1,3
P5I13_HUMAN,4,0,2
PLPP7_HUMAN,1,1,3
SCPDL_HUMAN,1,1,7
NECP1_HUMAN,3,0,4
ZN784_HUMAN,2,4,1
CL18C_HUMAN,0,1,4
ZN485_HUMAN,1,3,1
ZBT34_HUMAN,3,4,2
PRCA1_HUMAN,2,2,0
MFI_HUMAN,2,0,2
MACA2_HUMAN,1,3,0
CC197_HUMAN,0,0,0
ADAD2_HUMAN,3,3,3
MSD4_HUMAN,0,0,1
GIMA8_HUMAN,1,1,4
Z280C_HUMAN,1,3,1
HMCN2_HUMAN,2,2,6
FA156_HUMAN,0,1,2
CC168_HUMAN,0,0,1
GPR26_HUMAN,1,1,1
ZN740_HUMAN,1,5,2
LY65B_HUMAN,0,1,3
BHE23_HUMAN,4,5,2
STKL1_HUMAN,1,2,0
CHDH_HUMAN,2,2,2
ACRBP_HUMAN,3,0,4
CC112_HUMAN,0,0,2
SRFB1_HUMAN,1,1,3
GAR6_HUMAN,0,0,0
ARMC2_HUMAN,4,0,0
ZN555_HUMAN,1,3,1
D108B_HUMAN,2,0,1
DR9C7_HUMAN,2,1,2
PRS33_HUMAN,1,1,2
ENASE_HUMAN,1,2,1
BHE22_HUMAN,4,5,2
CXG3_HUMAN,3,2,2
S2610_HUMAN,0,5,1
LINES_HUMAN,1,0,0
TTL_HUMAN,5,2,1
OR7G1_HUMAN,1,2,1
G32P1_HUMAN,4,2,1
O11H7_HUMAN,0,2,1
OR4M1_HUMAN,0,2,1
O10P1_HUMAN,1,2,1
OR5T2_HUMAN,2,3,1
O52L1_HUMAN,0,2,1
O52N4_HUMAN,0,2,1
O5AN1_HUMAN,2,3,2
O52B4_HUMAN,1,2,1
OR8D4_HUMAN,2,3,1
O10G4_HUMAN,1,2,1
OR9G4_HUMAN,2,3,1
OR1L6_HUMAN,1,2,1
OR1B1_HUMAN,1,2,1
OR1J2_HUMAN,1,2,1
O13C5_HUMAN,1,2,2
O13C9_HUMAN,1,2,2
OR5H6_HUMAN,0,3,1
OR6B3_HUMAN,0,3,2
OR6K6_HUMAN,1,3,2
O10T2_HUMAN,1,3,2
O10X1_HUMAN,0,2,1
OR6K3_HUMAN,1,3,2
OR8U1_HUMAN,2,3,1
O10AG_HUMAN,1,2,1
OR4L1_HUMAN,0,2,1
OR5B3_HUMAN,2,3,1
O51Q1_HUMAN,0,2,1
OR5W2_HUMAN,0,3,1
OR5R1_HUMAN,2,3,1
OR9G1_HUMAN,0,2,1
OR1S1_HUMAN,1,2,1
OR1L1_HUMAN,1,2,1
OR2T6_HUMAN,1,2,1
KI2LB_HUMAN,1,0,1
TRY6_HUMAN,2,2,1
EXD1_HUMAN,3,2,2
RASF8_HUMAN,1,0,0
TERB2_HUMAN,7,0,2
MOSMO_HUMAN,13,0,3
ZFP28_HUMAN,1,3,1
FBX27_HUMAN,3,0,3
LPD6B_HUMAN,0,1,3
ANGL6_HUMAN,2,1,4
PSMA8_HUMAN,6,0,5
GRPE2_HUMAN,3,4,4
PP14C_HUMAN,1,1,2
ZN461_HUMAN,1,3,1
VEXIN_HUMAN,2,0,2
GABP2_HUMAN,1,2,1
FIBIN_HUMAN,0,1,3
ZN420_HUMAN,1,3,2
SUN3_HUMAN,0,1,3
STML3_HUMAN,1,0,4
CX038_HUMAN,0,0,1
FBX30_HUMAN,1,2,1
TIP_HUMAN,0,0,2
KLDC4_HUMAN,0,0,0
ZCRB1_HUMAN,2,2,3
PIGX_HUMAN,1,0,1
TBC16_HUMAN,1,1,2
S2540_HUMAN,2,1,2
KISHA_HUMAN,3,0,2
CC110_HUMAN,0,0,3
ZN502_HUMAN,3,3,1
ZN596_HUMAN,1,3,1
GAR3_HUMAN,0,0,3
F110B_HUMAN,0,0,3
O51E1_HUMAN,0,2,1
RM30_HUMAN,1,1,3
CR032_HUMAN,1,0,2
PHOP2_HUMAN,0,3,0
ZPLD1_HUMAN,1,0,3
PKR1_HUMAN,2,1,1
GTR12_HUMAN,3,3,4
KLF14_HUMAN,3,6,2
RNAS8_HUMAN,5,3,1
BCAS4_HUMAN,0,0,2
SACA4_HUMAN,2,0,5
BRX1_HUMAN,2,2,2
RL3R2_HUMAN,2,1,1
GP148_HUMAN,1,3,2
GP119_HUMAN,3,2,3
ST7L_HUMAN,1,0,1
IGDC4_HUMAN,1,0,1
EOLA1_HUMAN,2,0,1
GANC_HUMAN,2,2,0
ANR24_HUMAN,2,0,2
ZN483_HUMAN,1,3,1
ZN418_HUMAN,3,4,1
GIPC3_HUMAN,0,0,0
ZN384_HUMAN,1,4,1
PPIL4_HUMAN,1,2,3
CHUR_HUMAN,2,1,0
NEUFC_HUMAN,2,1,3
UBTD2_HUMAN,0,0,1
LRRN4_HUMAN,2,0,2
CHAC2_HUMAN,2,2,2
BCL7C_HUMAN,11,0,4
LTO1_HUMAN,4,0,1
CC107_HUMAN,0,0,1
PTCD2_HUMAN,8,1,1
EFMT1_HUMAN,1,4,1
CPLX3_HUMAN,5,3,6
UQCC5_HUMAN,2,1,2
ANR49_HUMAN,3,0,1
SMIP5_HUMAN,0,0,4
ABEC4_HUMAN,1,2,0
NRG4_HUMAN,1,2,3
GAB3_HUMAN,2,1,1
WFD12_HUMAN,4,1,1
IBPL1_HUMAN,3,1,2
PATE1_HUMAN,1,1,1
ZN606_HUMAN,1,3,2
CSKI1_HUMAN,2,1,3
RB40A_HUMAN,4,2,3
CBPA5_HUMAN,1,2,1
BRI3B_HUMAN,0,0,2
CSRN3_HUMAN,4,4,2
CV015_HUMAN,0,0,0
ZCH14_HUMAN,0,3,0
KLHL6_HUMAN,3,0,0
ARAP2_HUMAN,2,3,1
DNS2B_HUMAN,1,1,2
OR8D1_HUMAN,2,3,1
OR5P3_HUMAN,0,3,1
ENK8_HUMAN,0,1,1
EN113_HUMAN,0,1,1
PHYIP_HUMAN,1,1,1
ZN592_HUMAN,1,5,1
NPIB3_HUMAN,0,0,2
TF3A_HUMAN,3,3,2
NEUG_HUMAN,2,1,1
ARC1A_HUMAN,2,2,8
DDX12_HUMAN,3,9,1
KCNJ9_HUMAN,3,2,4
COR2A_HUMAN,1,1,1
FGF11_HUMAN,3,2,2
RAB1C_HUMAN,2,3,3
SBP2L_HUMAN,1,4,1
GLYL1_HUMAN,1,2,1
TM40L_HUMAN,2,4,4
CXA10_HUMAN,4,1,2
TAAR8_HUMAN,1,2,1
RL36L_HUMAN,1,1,5
ARL11_HUMAN,3,2,0
SNX21_HUMAN,1,3,1
MCHR2_HUMAN,1,1,1
ZN566_HUMAN,1,3,1
PP14A_HUMAN,1,1,1
TSACC_HUMAN,0,1,1
VATE2_HUMAN,1,1,3
CPNE4_HUMAN,1,2,3
SLAF9_HUMAN,1,0,2
RM24_HUMAN,2,2,3
MFRN2_HUMAN,1,1,3
ISL2_HUMAN,9,5,2
P33MX_HUMAN,0,1,2
EMID1_HUMAN,0,0,5
TIP39_HUMAN,1,0,1
PTX4_HUMAN,0,1,1
KIFC2_HUMAN,2,4,6
MRGRF_HUMAN,1,1,2
BORC7_HUMAN,10,0,2
TM186_HUMAN,1,0,2
ESPB1_HUMAN,2,1,2
F149B_HUMAN,2,0,1
TRI43_HUMAN,3,2,2
S1PBP_HUMAN,0,1,3
ZN775_HUMAN,0,3,1
PTER_HUMAN,2,2,1
F136A_HUMAN,0,0,2
EFHD2_HUMAN,0,2,1
ZN707_HUMAN,1,3,1
GP146_HUMAN,2,1,1
NXNL1_HUMAN,1,0,1
S7A6O_HUMAN,3,0,2
KCD12_HUMAN,2,2,4
ZN501_HUMAN,2,4,2
ECHD3_HUMAN,2,2,1
SHSA4_HUMAN,0,0,1
LEG12_HUMAN,1,1,3
RSPRY_HUMAN,1,2,2
DRC10_HUMAN,0,0,3
MTBP_HUMAN,5,0,2
ZHX1R_HUMAN,0,0,0
NEUL3_HUMAN,3,2,1
F120B_HUMAN,2,0,1
REX1B_HUMAN,0,0,0
RRP36_HUMAN,3,1,3
ADAT3_HUMAN,1,2,3
PHIPL_HUMAN,0,0,1
BORC8_HUMAN,5,0,2
KIF12_HUMAN,1,4,4
DTD2_HUMAN,2,3,1
SCRN2_HUMAN,1,2,1
RM48_HUMAN,1,0,4
DMAC1_HUMAN,1,0,2
FAH2A_HUMAN,1,2,1
A7L3B_HUMAN,1,0,1
CP074_HUMAN,0,0,0
ZC21A_HUMAN,0,1,0
S2544_HUMAN,4,1,2
PRR11_HUMAN,1,0,3
FMC1_HUMAN,3,0,1
SH3Y1_HUMAN,2,2,1
ZN419_HUMAN,1,3,1
C2AIL_HUMAN,0,0,0
COX14_HUMAN,1,0,3
KAZD1_HUMAN,5,1,2
IGS21_HUMAN,4,0,5
FXL20_HUMAN,4,0,5
TM101_HUMAN,1,0,1
VSIG2_HUMAN,1,0,2
A26L1_HUMAN,0,0,0
TPD55_HUMAN,0,0,1
CYYR1_HUMAN,0,0,1
ESIP1_HUMAN,0,0,0
M4A14_HUMAN,1,0,1
ZN479_HUMAN,1,3,1
HIPL1_HUMAN,0,0,2
CLMN_HUMAN,3,1,3
S45A3_HUMAN,5,2,2
TM87B_HUMAN,1,0,4
ZBT45_HUMAN,4,4,1
ARL5B_HUMAN,3,2,1
BTBD6_HUMAN,1,0,1
LRAT2_HUMAN,0,0,2
ZFR_HUMAN,0,5,3
F167A_HUMAN,0,0,0
LYZL4_HUMAN,2,1,4
CAZA3_HUMAN,5,1,6
C170L_HUMAN,0,1,0
NAR5_HUMAN,0,3,1
RHOV_HUMAN,4,4,2
SNX22_HUMAN,1,1,1
MRGX4_HUMAN,1,1,1
SGCZ_HUMAN,5,0,4
FIMP_HUMAN,2,0,1
TAFA4_HUMAN,6,1,3
KS6R_HUMAN,1,4,0
ZSC31_HUMAN,1,4,1
CC74B_HUMAN,0,0,0
LRGUK_HUMAN,4,2,4
CCDC7_HUMAN,0,0,0
CC138_HUMAN,0,0,0
CCD42_HUMAN,4,0,5
DMRTB_HUMAN,3,3,2
FXL18_HUMAN,1,0,2
PPM1M_HUMAN,1,3,2
HS12B_HUMAN,0,1,0
CFA57_HUMAN,3,0,3
RN145_HUMAN,1,2,2
DAA10_HUMAN,3,1,2
SPT33_HUMAN,1,0,6
CFA54_HUMAN,7,0,2
PLD3A_HUMAN,1,1,2
ZN714_HUMAN,1,3,1
RUN3B_HUMAN,0,0,0
TMM74_HUMAN,2,1,4
ZN599_HUMAN,1,3,1
CNT3B_HUMAN,1,0,1
HUTI_HUMAN,3,3,1
DACH2_HUMAN,2,2,2
ACAP3_HUMAN,2,2,2
GPR78_HUMAN,1,1,1
GNRR2_HUMAN,2,2,1
LRC3B_HUMAN,0,0,3
ARHGH_HUMAN,2,1,1
OPALI_HUMAN,1,0,3
ZIM3_HUMAN,1,3,1
SG3A2_HUMAN,0,0,3
TECTB_HUMAN,0,1,5
KLHL5_HUMAN,0,1,3
CMA1A_HUMAN,2,0,3
SG3A1_HUMAN,3,1,2
TSN32_HUMAN,9,0,3
1A1L1_HUMAN,2,3,0
PANX3_HUMAN,4,4,3
OR2A5_HUMAN,1,2,1
OR7D2_HUMAN,2,2,1
TAAR9_HUMAN,2,2,1
CITE4_HUMAN,1,1,3
KCNA7_HUMAN,3,1,3
PCX1_HUMAN,0,0,1
RSLAB_HUMAN,2,2,1
LYSM1_HUMAN,0,0,1
PEBP4_HUMAN,0,0,1
ABHD1_HUMAN,2,2,1
ZN347_HUMAN,1,3,1
TSN18_HUMAN,5,0,1
TM209_HUMAN,0,0,3
ZN607_HUMAN,1,3,1
CPXM1_HUMAN,1,2,1
ZN382_HUMAN,1,3,1
INT14_HUMAN,3,0,3
INSM2_HUMAN,3,3,3
AMELY_HUMAN,1,1,2
SEC62_HUMAN,3,1,4
GML_HUMAN,3,0,3
H4G_HUMAN,1,3,2
TTC1_HUMAN,1,1,2
CDCA3_HUMAN,2,0,2
RGPD5_HUMAN,1,0,2
GPR20_HUMAN,2,1,3
TIMP4_HUMAN,5,3,2
NPAS1_HUMAN,6,4,2
TM9S2_HUMAN,4,0,7
PRRX2_HUMAN,2,4,2
GDIR3_HUMAN,4,2,4
SPI2A_HUMAN,2,1,2
SMR3A_HUMAN,1,1,1
APOL4_HUMAN,3,1,2
ARP5L_HUMAN,3,1,5
F118B_HUMAN,0,1,1
RETNB_HUMAN,1,1,1
TRIR_HUMAN,1,3,0
RT63_HUMAN,1,1,4
PSD2_HUMAN,1,2,6
NRIP2_HUMAN,3,1,2
RTP3_HUMAN,3,2,2
PRS27_HUMAN,1,1,2
HSPB9_HUMAN,0,0,5
DBND2_HUMAN,1,0,1
ZN559_HUMAN,1,3,1
