Protein,Gene Ontology (biological process) Count,Gene Ontology (molecular function) Count,Gene Ontology (cellular component) Count
Q9CU06_MOUSE,0,0,0
Q9CU07_MOUSE,0,0,0
Q9CU09_MOUSE,0,0,0
Q9CU10_MOUSE,0,0,0
Q9CU12_MOUSE,0,1,1
Q9CU14_MOUSE,1,1,0
Q9CU16_MOUSE,0,0,1
Q9CU17_MOUSE,0,0,0
Q9CU20_MOUSE,1,1,0
Q9CU21_MOUSE,1,0,0
Q9CU27_MOUSE,1,0,0
Q9CU34_MOUSE,0,0,0
Q9CU37_MOUSE,0,0,0
Q9CU42_MOUSE,0,0,1
Q9CU43_MOUSE,0,2,0
Q9CU49_MOUSE,1,1,1
Q9CU74_MOUSE,0,0,0
Q9CU81_MOUSE,0,0,0
Q9CU95_MOUSE,0,0,0
Q9CU97_MOUSE,0,0,0
Q9CU98_MOUSE,0,0,0
Q9CU99_MOUSE,0,0,0
Q9CUA2_MOUSE,1,1,0
Q9CUB1_MOUSE,0,0,0
Q9CUB5_MOUSE,0,0,0
Q9CUB7_MOUSE,0,0,0
Q9CUC2_MOUSE,1,1,1
Q9CUC5_MOUSE,0,0,0
Q9CUC9_MOUSE,0,0,0
Q9CUD1_MOUSE,0,0,0
Q9CUD2_MOUSE,0,0,0
Q9CUD6_MOUSE,1,1,0
Q9CUD7_MOUSE,0,0,0
Q9CUE2_MOUSE,0,1,0
Q9CUE6_MOUSE,1,0,1
Q9CUF0_MOUSE,0,0,0
Q9CUF1_MOUSE,0,0,0
Q9CUF2_MOUSE,1,1,0
Q9CUF6_MOUSE,0,0,0
Q9CUF7_MOUSE,0,0,0
Q9CUG0_MOUSE,0,0,1
Q9CUG4_MOUSE,0,0,0
Q9CUG5_MOUSE,1,0,0
Q9CUG6_MOUSE,0,0,0
Q9CUG7_MOUSE,0,0,0
Q9CUH1_MOUSE,0,0,0
Q9CUH4_MOUSE,0,0,0
Q9CUH5_MOUSE,0,0,0
Q9CUI0_MOUSE,0,0,0
Q9CUI2_MOUSE,0,0,0
Q9CUI4_MOUSE,0,0,0
Q9CUI9_MOUSE,0,0,0
Q9CUJ1_MOUSE,0,0,0
Q9CUJ5_MOUSE,0,0,0
Q9CUJ7_MOUSE,0,0,0
Q9CUJ8_MOUSE,0,0,0
Q9CUJ9_MOUSE,0,0,0
Q9CUK0_MOUSE,0,0,0
Q9CUK2_MOUSE,0,0,0
Q9CUK5_MOUSE,0,0,0
Q9CUK7_MOUSE,0,0,0
Q9CUL1_MOUSE,0,0,0
Q9CUL2_MOUSE,0,0,0
Q9CUL4_MOUSE,0,0,0
Q9CUL7_MOUSE,1,0,0
Q9CUL8_MOUSE,0,0,2
Q9CUM2_MOUSE,0,0,0
Q9CUM3_MOUSE,0,0,0
Q9CUM4_MOUSE,0,2,0
Q9CUM6_MOUSE,0,1,1
Q9CUM9_MOUSE,0,1,0
Q9CUN1_MOUSE,0,0,0
Q9CUN9_MOUSE,0,0,0
Q9CUP0_MOUSE,0,0,1
Q9CUP2_MOUSE,0,0,0
Q9CUP3_MOUSE,1,0,2
Q9CUP4_MOUSE,0,0,0
Q9CUP5_MOUSE,0,0,0
Q9CUP6_MOUSE,1,0,1
Q9CUP9_MOUSE,0,0,0
Q9CUQ2_MOUSE,1,1,0
Q9CUQ3_MOUSE,0,0,0
Q9CUQ4_MOUSE,0,0,0
Q9CUQ6_MOUSE,0,0,0
Q9CUQ9_MOUSE,0,0,0
Q9CUR1_MOUSE,0,0,0
Q9CUS1_MOUSE,0,0,0
Q9CUS2_MOUSE,0,0,0
Q9CUT4_MOUSE,0,0,1
Q9CUT5_MOUSE,0,0,0
Q9CUT6_MOUSE,0,0,0
Q9CUU4_MOUSE,0,1,1
Q9CUU6_MOUSE,0,0,0
Q9CUU9_MOUSE,0,0,0
Q9CUV0_MOUSE,0,0,1
Q9CUV3_MOUSE,2,0,0
Q9CUW3_MOUSE,0,0,0
Q9CUW8_MOUSE,0,0,0
Q9CUX0_MOUSE,0,0,0
Q9CUY1_MOUSE,0,1,0
Q9CUY2_MOUSE,0,0,0
Q9CUY3_MOUSE,1,0,1
Q9CUY6_MOUSE,0,0,0
Q9CUY8_MOUSE,0,0,1
Q9CUZ5_MOUSE,0,0,1
Q9CUZ6_MOUSE,1,0,1
Q9CUZ9_MOUSE,0,0,0
Q9CV03_MOUSE,0,0,0
Q9CV04_MOUSE,0,1,0
Q9CV06_MOUSE,0,0,0
Q9CV07_MOUSE,0,0,1
Q9CV08_MOUSE,0,0,1
Q9CV14_MOUSE,0,0,0
Q9CV17_MOUSE,0,1,1
Q9CV24_MOUSE,0,2,0
Q9CV26_MOUSE,0,3,1
Q9CV32_MOUSE,0,0,0
Q9CV37_MOUSE,0,0,0
Q9CV42_MOUSE,0,0,0
Q9CV48_MOUSE,0,0,0
Q9CV52_MOUSE,0,0,0
Q9CV56_MOUSE,0,0,0
Q9CV62_MOUSE,0,0,0
Q9CV68_MOUSE,0,0,0
Q9CV73_MOUSE,0,0,0
Q9CV76_MOUSE,1,2,0
Q9CV79_MOUSE,0,0,0
Q9CV82_MOUSE,0,0,0
Q9CV90_MOUSE,0,0,1
Q9CV95_MOUSE,0,0,0
Q9CVA8_MOUSE,0,0,0
Q9CVB1_MOUSE,0,0,0
Q9CVB2_MOUSE,0,1,0
Q9CVB3_MOUSE,0,1,0
Q9CVB4_MOUSE,0,0,0
Q9CVC3_MOUSE,0,2,0
Q9CVC4_MOUSE,0,0,0
Q9CVC9_MOUSE,0,0,0
Q9CVD3_MOUSE,1,1,1
Q9CVD6_MOUSE,0,0,0
Q9CVD9_MOUSE,0,0,0
Q9CVE7_MOUSE,0,0,1
Q9CVE8_MOUSE,1,1,1
Q9CVF2_MOUSE,0,2,0
Q9CVF4_MOUSE,0,1,0
Q9CVF5_MOUSE,0,0,0
Q9CVF6_MOUSE,0,0,0
Q9CVG0_MOUSE,0,1,1
Q9CVG4_MOUSE,0,0,0
Q9CVG6_MOUSE,0,0,0
Q9CVH3_MOUSE,0,0,0
Q9CVI0_MOUSE,0,0,0
Q9CVI1_MOUSE,0,0,0
Q9CVI6_MOUSE,0,0,0
Q9CVI7_MOUSE,1,0,0
Q9CVI8_MOUSE,0,0,0
Q9CVI9_MOUSE,0,0,0
Q9CVJ2_MOUSE,0,0,0
Q9CVJ5_MOUSE,0,0,1
Q9CVJ7_MOUSE,1,1,1
Q9CVJ8_MOUSE,0,1,0
Q9CVJ9_MOUSE,0,0,0
Q9CVK4_MOUSE,0,1,1
Q9CVK5_MOUSE,0,2,0
Q9CVK8_MOUSE,0,0,0
Q9CVL4_MOUSE,0,0,0
Q9CVL5_MOUSE,0,0,0
Q9CVM1_MOUSE,0,0,1
Q9CVM3_MOUSE,0,0,0
Q9CVM6_MOUSE,0,0,0
Q9CVM8_MOUSE,0,2,2
Q9CVN3_MOUSE,0,2,1
CBY3_MOUSE,0,0,0
Q9CVP0_MOUSE,0,0,0
Q9CVP1_MOUSE,0,0,0
Q9CVP5_MOUSE,0,0,0
Q9CVP6_MOUSE,0,0,0
Q9CVQ1_MOUSE,0,1,0
Q9CVQ3_MOUSE,0,0,0
Q9CVQ4_MOUSE,0,0,0
Q9CVQ5_MOUSE,0,0,0
Q9CVQ6_MOUSE,0,0,0
Q9CVQ7_MOUSE,0,0,0
Q9CVQ8_MOUSE,0,0,0
Q9CVR1_MOUSE,0,0,0
Q9CVR2_MOUSE,0,0,0
Q9CVR3_MOUSE,0,0,0
Q9CVR5_MOUSE,0,0,0
Q9CVR7_MOUSE,0,0,0
Q9CVS2_MOUSE,0,0,0
Q9CVS4_MOUSE,0,0,0
Q9CVS5_MOUSE,1,0,1
Q9CVS7_MOUSE,0,0,1
Q9CVT1_MOUSE,0,0,0
Q9CVT5_MOUSE,0,0,0
Q9CVT7_MOUSE,0,0,1
Q9CVT9_MOUSE,0,0,0
Q9CVU0_MOUSE,0,0,0
Q9CVU2_MOUSE,1,1,1
Q9CVU3_MOUSE,0,0,0
Q9CVU5_MOUSE,0,0,0
Q9CVV1_MOUSE,1,0,1
Q9CVV2_MOUSE,0,0,0
Q9CVV5_MOUSE,0,0,0
Q9CVV6_MOUSE,0,0,0
Q9CVV7_MOUSE,0,0,0
Q9CVV8_MOUSE,0,0,0
Q9CVW0_MOUSE,0,1,0
Q9CVW1_MOUSE,0,0,0
Q9CVW3_MOUSE,0,0,0
SPT45_MOUSE,0,0,0
Q9CVW6_MOUSE,0,0,0
Q9CVW8_MOUSE,0,0,0
Q9CVX1_MOUSE,0,0,0
Q9CVX4_MOUSE,0,2,1
Q9CVX7_MOUSE,0,0,0
Q9CVX9_MOUSE,0,0,0
Q9CVY0_MOUSE,0,0,0
Q9CVY2_MOUSE,0,0,0
Q9CVY3_MOUSE,0,0,0
Q9CVY4_MOUSE,0,0,0
Q9CVY6_MOUSE,0,0,0
Q9CVY7_MOUSE,0,0,0
Q9CVY8_MOUSE,0,0,0
Q9CVY9_MOUSE,0,0,0
Q9CVZ0_MOUSE,0,0,1
Q9CVZ2_MOUSE,0,0,0
Q9CVZ3_MOUSE,0,0,0
Q9CVZ4_MOUSE,0,0,0
Q9CVZ5_MOUSE,0,0,1
Q9CVZ6_MOUSE,0,0,0
Q9CW02_MOUSE,0,0,0
Q9CW09_MOUSE,0,0,1
Q9CW13_MOUSE,0,0,0
Q9CW14_MOUSE,0,0,0
Q9CW17_MOUSE,0,0,0
Q9CW20_MOUSE,1,1,0
Q9CW22_MOUSE,0,0,0
Q9CW33_MOUSE,0,0,0
Q9CW47_MOUSE,1,1,1
Q9CW58_MOUSE,0,2,0
Q9CW64_MOUSE,0,0,0
Q9CW68_MOUSE,0,0,0
Q9CW70_MOUSE,0,0,0
Q9CW72_MOUSE,2,0,1
Q9CW76_MOUSE,0,0,0
Q9CW78_MOUSE,0,0,0
Q9CW83_MOUSE,0,0,0
Q9CW84_MOUSE,0,0,0
Q9CW87_MOUSE,0,4,0
Q9CW88_MOUSE,0,0,0
Q9CW89_MOUSE,0,0,0
Q9CW90_MOUSE,0,0,0
Q9CW91_MOUSE,0,0,1
Q9CW95_MOUSE,0,0,0
Q9CW98_MOUSE,0,0,0
Q9CW99_MOUSE,0,0,0
Q9CWA0_MOUSE,0,0,0
Q9CWA8_MOUSE,0,0,0
Q9CWA9_MOUSE,0,0,0
Q9CWB0_MOUSE,0,0,1
YD286_MOUSE,0,0,1
Q9CWC9_MOUSE,0,1,1
Q9CWD1_MOUSE,0,0,1
Q9CWD9_MOUSE,0,0,0
Q9CWF0_MOUSE,1,0,3
Q9CWF5_MOUSE,0,0,0
Q9CWF8_MOUSE,0,0,0
Q9CWF9_MOUSE,0,0,0
Q9CWG3_MOUSE,0,0,0
Q9CWG7_MOUSE,0,1,1
Q9CWJ0_MOUSE,0,1,0
Q9CWL0_MOUSE,1,1,1
Q9CWL3_MOUSE,0,1,0
Q9CWM8_MOUSE,0,0,0
P23A3_MOUSE,0,0,0
Q9CWQ7_MOUSE,2,0,0
Q9CWS7_MOUSE,0,1,0
Q9CWT9_MOUSE,0,1,0
Q9CWU3_MOUSE,0,1,1
Q9CWU8_MOUSE,0,0,0
Q9CWW5_MOUSE,1,2,1
Q9CWW9_MOUSE,0,0,0
Q9CWY6_MOUSE,0,2,2
Q9CX05_MOUSE,0,0,0
Q9CX08_MOUSE,0,0,0
Q9CX10_MOUSE,0,0,1
Q9CX12_MOUSE,0,1,0
Q9CX20_MOUSE,0,0,0
Q9CX21_MOUSE,0,0,0
Q9CX23_MOUSE,0,0,1
CJ143_MOUSE,0,0,0
Q9CX36_MOUSE,0,0,1
Q9CX45_MOUSE,0,0,0
Q9CX65_MOUSE,1,1,0
Q9CX77_MOUSE,0,0,0
Q9CX79_MOUSE,0,2,0
Q9CX93_MOUSE,0,0,0
Q9CXC7_MOUSE,1,0,0
Q9CXD2_MOUSE,0,1,0
Q9CXD7_MOUSE,0,0,0
Q9CXF3_MOUSE,1,1,0
Q9CXF6_MOUSE,0,0,0
Q9CXH3_MOUSE,1,1,0
Q9CXH4_MOUSE,0,0,0
Q9CXL4_MOUSE,0,0,0
Q9CXM1_MOUSE,0,0,0
Q9CXN2_MOUSE,0,0,0
Q9CXN5_MOUSE,0,1,0
Q9CXP0_MOUSE,0,0,1
Q9CXP5_MOUSE,0,0,0
Q9CXQ5_MOUSE,0,0,0
Q9CXQ9_MOUSE,0,0,0
Q9CXR2_MOUSE,0,0,0
Q9CXS0_MOUSE,0,0,0
Q9CXS2_MOUSE,0,2,2
Q9CXT5_MOUSE,0,0,0
Q9CXV4_MOUSE,0,0,0
Q9CXW6_MOUSE,0,0,1
Q9CXW8_MOUSE,0,0,0
Q9CXX5_MOUSE,0,0,0
Q9CXY0_MOUSE,1,2,2
Q9CY15_MOUSE,1,0,1
Q9CY19_MOUSE,0,0,1
Q9CY30_MOUSE,0,1,0
Q9CY44_MOUSE,0,0,1
Q9CY49_MOUSE,0,0,0
Q9CY51_MOUSE,0,0,0
Q9CY53_MOUSE,0,0,0
Q9CY55_MOUSE,1,0,2
Q9CY65_MOUSE,0,0,0
Q9CY67_MOUSE,0,0,0
Q9CY99_MOUSE,0,2,1
Q9CYA9_MOUSE,0,0,0
Q9CYB9_MOUSE,1,1,2
Q9CYE0_MOUSE,0,1,2
Q9CYE3_MOUSE,0,0,0
Q9CYE4_MOUSE,0,0,0
Q9CYE8_MOUSE,0,1,0
Q9CYF0_MOUSE,2,0,0
Q9CYF4_MOUSE,0,0,1
Q9CYG6_MOUSE,1,0,1
Q9CYH0_MOUSE,1,0,1
Q9CYH7_MOUSE,0,0,0
Q9CYI2_MOUSE,0,1,1
Q9CYI8_MOUSE,0,0,1
Q9CYJ6_MOUSE,1,0,1
Q9CYJ8_MOUSE,0,0,2
Q9CYK9_MOUSE,0,0,0
Q9CYM1_MOUSE,0,1,0
Q9CYM4_MOUSE,2,1,0
Q9CYM8_MOUSE,0,0,0
Q9CYN1_MOUSE,0,1,0
Q9CYN7_MOUSE,1,0,2
Q9CYP8_MOUSE,0,0,0
Q9CYR1_MOUSE,1,1,0
Q9CYR4_MOUSE,0,1,0
Q9CYR5_MOUSE,0,0,0
Q9CYU2_MOUSE,2,1,0
Q9CYU9_MOUSE,0,0,0
Q9CYV3_MOUSE,0,0,0
Q9CYV4_MOUSE,0,1,1
Q9CYX5_MOUSE,0,0,1
REX1B_MOUSE,0,0,0
Q9CZ01_MOUSE,0,1,0
Q9CZ14_MOUSE,0,0,0
Q9CZ22_MOUSE,0,0,0
Q9CZ23_MOUSE,1,0,1
Q9CZ26_MOUSE,0,0,0
Q9CZ29_MOUSE,1,1,0
Q9CZ35_MOUSE,1,1,0
Q9CZ37_MOUSE,0,0,0
KLH35_MOUSE,0,0,0
Q9CZ61_MOUSE,0,0,0
Q9CZ64_MOUSE,0,0,1
Q9CZ70_MOUSE,1,0,0
Q9CZ86_MOUSE,0,0,0
Q9CZ97_MOUSE,0,0,0
Q9CZA1_MOUSE,0,0,1
Q9CZB1_MOUSE,0,0,0
TM128_MOUSE,0,0,1
Q9CZC5_MOUSE,0,1,1
Q9CZC6_MOUSE,0,0,0
Q9CZD7_MOUSE,0,0,0
Q9CZE1_MOUSE,0,0,0
Q9CZF2_MOUSE,0,0,0
Q9CZF3_MOUSE,0,0,0
Q9CZF7_MOUSE,1,1,2
Q9CZF8_MOUSE,0,0,1
Q9CZG1_MOUSE,1,2,1
Q9CZH1_MOUSE,0,0,0
Q9CZI1_MOUSE,0,0,0
Q9CZI4_MOUSE,0,0,0
Q9CZJ3_MOUSE,2,0,0
Q9CZK3_MOUSE,0,0,0
Q9CZL0_MOUSE,0,0,1
Q9CZL9_MOUSE,0,0,0
Q9CZM3_MOUSE,0,0,1
Q9CZN0_MOUSE,1,0,0
Q9CZN6_MOUSE,0,0,0
Q9CZP8_MOUSE,2,0,0
Q9CZQ1_MOUSE,1,1,0
Q9CZQ3_MOUSE,0,0,0
Q9CZQ8_MOUSE,0,2,4
Q9CZR7_MOUSE,1,1,0
Q9CZT2_MOUSE,1,1,0
Q9CZU0_MOUSE,1,1,0
Q9CZU9_MOUSE,0,0,1
Q9CZW7_MOUSE,1,1,0
Q9CZZ3_MOUSE,0,0,0
Q9CZZ4_MOUSE,1,0,0
Q9CZZ6_MOUSE,1,1,0
Q9CZZ7_MOUSE,0,0,0
Q9CZZ8_MOUSE,0,0,0
Q9D002_MOUSE,0,0,0
Q9D003_MOUSE,0,1,0
Q9D005_MOUSE,0,0,0
Q9D007_MOUSE,1,0,1
Q9D015_MOUSE,0,0,0
Q9D018_MOUSE,0,0,0
Q9D019_MOUSE,2,1,0
Q9D031_MOUSE,1,0,1
Q9D043_MOUSE,0,0,0
Q9D046_MOUSE,0,1,0
Q9D050_MOUSE,1,1,1
Q9D068_MOUSE,0,0,0
Q9D082_MOUSE,1,1,1
Q9D096_MOUSE,0,0,0
Q9D097_MOUSE,0,0,0
Q9D0B9_MOUSE,0,0,0
Q9D0C5_MOUSE,0,1,0
Q9D0D0_MOUSE,0,0,0
Q9D0D1_MOUSE,1,1,0
Q9D0D2_MOUSE,0,0,1
Q9D0F7_MOUSE,2,2,0
Q9D0G4_MOUSE,0,0,1
Q9D0G5_MOUSE,0,0,0
Q9D0H8_MOUSE,0,2,1
Q9D0I3_MOUSE,0,0,0
Q9D0J1_MOUSE,0,0,0
Q9D0J3_MOUSE,0,1,2
Q9D0N5_MOUSE,0,1,1
Q9D0Q0_MOUSE,2,0,0
Q9D0Q5_MOUSE,0,0,0
Q9D0Q9_MOUSE,0,0,0
Q9D0T8_MOUSE,0,0,1
Q9D0T9_MOUSE,0,0,1
Q9D0W0_MOUSE,0,1,0
Q9D0X3_MOUSE,1,0,0
Q9D0Z8_MOUSE,0,0,0
Q9D102_MOUSE,0,1,0
Q9D105_MOUSE,0,0,1
Q9D117_MOUSE,0,0,0
Q9D122_MOUSE,0,0,2
Q9D127_MOUSE,0,0,0
Q9D139_MOUSE,0,0,0
Q9D141_MOUSE,0,0,2
Q9D143_MOUSE,0,0,0
Q9D146_MOUSE,0,0,0
Q9D149_MOUSE,1,0,0
Q9D153_MOUSE,0,0,0
S18L2_MOUSE,0,0,0
Q9D177_MOUSE,0,0,1
Q9D179_MOUSE,0,0,0
Q9D188_MOUSE,0,0,0
Q9D195_MOUSE,1,0,0
Q9D1B0_MOUSE,0,0,0
Q9D1B5_MOUSE,0,0,1
Q9D1C5_MOUSE,0,0,0
Q9D1E7_MOUSE,0,1,1
Q9D1F0_MOUSE,0,0,1
Q9D1G7_MOUSE,0,0,0
Q9D1H3_MOUSE,0,0,0
Q9D1I3_MOUSE,0,0,0
Q9D1I4_MOUSE,0,0,0
Q9D1I7_MOUSE,0,0,0
Q9D1K4_MOUSE,1,1,0
Q9D1L3_MOUSE,1,1,0
Q9D1L5_MOUSE,0,0,1
Q9D1M1_MOUSE,0,0,0
Q9D1M8_MOUSE,1,1,1
Q9D1N8_MOUSE,1,0,1
Q9D1P6_MOUSE,1,0,2
Q9D1R7_MOUSE,0,0,0
Q9D1R8_MOUSE,0,0,0
Q9D1S6_MOUSE,0,0,0
Q9D1S8_MOUSE,0,0,0
Q9D1T1_MOUSE,0,0,0
Q9D1T2_MOUSE,0,0,0
Q9D1T4_MOUSE,0,0,0
Q9D1T8_MOUSE,0,0,0
Q9D1U4_MOUSE,0,0,1
Q9D1U8_MOUSE,0,0,0
Q9D1V0_MOUSE,0,0,0
Q9D1V1_MOUSE,0,0,0
Q9D1V3_MOUSE,0,0,0
Q9D1V6_MOUSE,0,0,0
Q9D1W4_MOUSE,0,0,0
Q9D1W7_MOUSE,0,0,0
Q9D1X6_MOUSE,0,0,2
Q9D1X7_MOUSE,0,0,0
Q9D1X8_MOUSE,0,0,1
Q9D1Y2_MOUSE,0,0,0
Q9D1Y3_MOUSE,0,0,2
Q9D1Y5_MOUSE,0,0,0
Q9D1Z0_MOUSE,0,1,1
CK091_MOUSE,0,0,0
Q9D1Z4_MOUSE,0,0,0
Q9D1Z5_MOUSE,0,2,0
Q9D1Z6_MOUSE,0,0,0
Q9D1Z8_MOUSE,0,0,0
Q9D201_MOUSE,0,0,1
Q9D203_MOUSE,0,2,0
Q9D215_MOUSE,0,0,0
Q9D218_MOUSE,0,0,0
Q9D221_MOUSE,1,1,0
Q9D237_MOUSE,0,0,0
Q9D245_MOUSE,1,0,2
Q9D246_MOUSE,0,0,0
Q9D247_MOUSE,0,0,1
Q9D249_MOUSE,0,1,0
Q9D250_MOUSE,1,0,0
Q9D251_MOUSE,0,0,0
Q9D252_MOUSE,0,0,0
Q9D253_MOUSE,0,0,0
Q9D260_MOUSE,0,0,0
Q9D262_MOUSE,0,0,0
Q9D264_MOUSE,0,1,1
Q9D265_MOUSE,0,1,1
Q9D266_MOUSE,0,0,0
Q9D268_MOUSE,0,0,1
Q9D272_MOUSE,0,2,0
Q9D278_MOUSE,0,1,0
Q9D294_MOUSE,0,1,0
Q9D2A3_MOUSE,0,0,0
Q9D2A8_MOUSE,0,1,1
Q9D2B1_MOUSE,0,0,0
Q9D2D5_MOUSE,0,0,0
Q9D2E3_MOUSE,0,0,0
Q9D2E5_MOUSE,0,0,0
Q9D2E7_MOUSE,0,2,0
Q9D2E8_MOUSE,0,0,0
Q9D2F1_MOUSE,4,0,0
Q9D2F2_MOUSE,0,0,0
Q9D2F4_MOUSE,0,0,0
Q9D2F9_MOUSE,0,0,0
Q9D2G4_MOUSE,0,0,0
Q9D2G6_MOUSE,0,0,0
Q9D2G8_MOUSE,0,0,0
Q9D2H3_MOUSE,0,1,2
Q9D2H4_MOUSE,0,0,0
Q9D2I6_MOUSE,0,0,0
Q9D2I7_MOUSE,0,0,0
Q9D2I8_MOUSE,0,0,0
ANKE1_MOUSE,0,0,0
Q9D2J9_MOUSE,0,0,0
Q9D2K2_MOUSE,0,0,1
Q9D2K3_MOUSE,1,0,1
Q9D2K6_MOUSE,0,0,1
Q9D2L2_MOUSE,0,0,0
Q9D2L4_MOUSE,2,0,1
Q9D2M0_MOUSE,0,0,0
Q9D2M4_MOUSE,0,0,0
Q9D2N5_MOUSE,0,0,0
Q9D2P1_MOUSE,0,0,0
Q9D2Q4_MOUSE,1,2,0
Q9D2Q7_MOUSE,0,0,1
Q9D2R5_MOUSE,0,0,0
Q9D2S0_MOUSE,0,0,0
Q9D2S2_MOUSE,0,0,1
Q9D2S7_MOUSE,0,0,0
Q9D2S9_MOUSE,0,0,0
Q9D2T1_MOUSE,0,0,0
Q9D2T2_MOUSE,0,0,0
Q9D2T6_MOUSE,0,1,0
Q9D2T8_MOUSE,0,0,0
Q9D2U1_MOUSE,0,0,0
Q9D2U3_MOUSE,0,1,0
Q9D2W5_MOUSE,0,0,1
Q9D2W6_MOUSE,0,0,1
Q9D2X7_MOUSE,0,0,0
CH076_MOUSE,0,0,0
Q9D2Y3_MOUSE,0,0,1
Q9D2Y8_MOUSE,0,2,0
Q9D2Z6_MOUSE,1,0,0
Q9D303_MOUSE,0,0,0
Q9D308_MOUSE,1,1,0
Q9D314_MOUSE,0,0,1
Q9D325_MOUSE,0,0,0
Q9D333_MOUSE,0,1,1
Q9D337_MOUSE,0,0,0
Q9D357_MOUSE,0,0,0
Q9D362_MOUSE,0,0,0
Q9D364_MOUSE,0,2,1
Q9D366_MOUSE,0,0,1
Q9D367_MOUSE,0,0,0
Q9D372_MOUSE,0,2,0
Q9D373_MOUSE,1,2,1
Q9D374_MOUSE,0,0,0
Q9D388_MOUSE,0,0,1
Q9D389_MOUSE,0,0,0
Q9D3A4_MOUSE,0,0,1
Q9D3A7_MOUSE,0,0,0
Q9D3B3_MOUSE,0,0,0
Q9D3C0_MOUSE,0,0,0
Q9D3C1_MOUSE,0,0,0
Q9D3C2_MOUSE,0,0,1
Q9D3C5_MOUSE,0,0,0
Q9D3C7_MOUSE,0,0,0
Q9D3D8_MOUSE,0,0,0
Q9D3E0_MOUSE,0,0,0
Q9D3E7_MOUSE,0,0,0
Q9D3F4_MOUSE,1,0,1
Q9D3F6_MOUSE,0,0,1
Q9D3G4_MOUSE,1,0,0
Q9D3H4_MOUSE,0,0,2
Q9D3H5_MOUSE,0,0,0
Q9D3H7_MOUSE,0,0,2
Q9D3H9_MOUSE,0,0,0
Q9D3I0_MOUSE,0,0,1
Q9D3I1_MOUSE,0,0,1
Q9D3I5_MOUSE,0,1,0
Q9D3I7_MOUSE,0,0,0
Q9D3I8_MOUSE,0,1,1
Q9D3I9_MOUSE,0,0,1
ANR22_MOUSE,0,0,0
Q9D3K0_MOUSE,0,0,0
Q9D3K5_MOUSE,0,0,0
Q9D3K9_MOUSE,0,0,0
Q9D3L1_MOUSE,0,0,0
Q9D3L5_MOUSE,0,0,0
Q9D3L8_MOUSE,0,0,0
Q9D3M1_MOUSE,0,0,0
Q9D3M5_MOUSE,1,2,0
Q9D3M7_MOUSE,0,1,0
Q9D3N3_MOUSE,0,1,2
Q9D3N5_MOUSE,0,1,1
Q9D3N7_MOUSE,0,0,0
Q9D3N9_MOUSE,0,0,1
Q9D3P2_MOUSE,0,0,0
Q9D3P3_MOUSE,0,0,0
Q9D3Q2_MOUSE,0,0,0
Q9D3Q7_MOUSE,0,0,0
Q9D3Q9_MOUSE,0,0,1
Q9D3R1_MOUSE,1,1,1
Q9D3R4_MOUSE,0,0,0
Q9D3R8_MOUSE,0,0,1
Q9D3S2_MOUSE,0,0,0
Q9D3T0_MOUSE,0,0,0
Q9D3T1_MOUSE,0,0,0
Q9D3T5_MOUSE,0,0,0
Q9D3U1_MOUSE,0,0,0
Q9D3U4_MOUSE,0,1,1
Q9D3U5_MOUSE,0,0,0
Q9D3V2_MOUSE,0,2,0
Q9D3V8_MOUSE,0,0,0
Q9D3W0_MOUSE,0,0,0
Q9D3W9_MOUSE,0,0,0
Q9D3X0_MOUSE,0,0,0
Q9D3X1_MOUSE,0,0,0
Q9D3X2_MOUSE,0,0,0
Q9D3X3_MOUSE,0,0,0
Q9D3X4_MOUSE,0,0,0
Q9D3X7_MOUSE,0,0,0
Q9D3X8_MOUSE,0,0,1
Q9D3Y2_MOUSE,0,0,1
Q9D3Y3_MOUSE,0,0,0
Q9D3Y4_MOUSE,0,0,0
Q9D3Y5_MOUSE,0,0,0
Q9D3Y6_MOUSE,0,0,0
Q9D3Z3_MOUSE,0,0,1
Q9D3Z4_MOUSE,0,0,1
Q9D3Z7_MOUSE,0,3,0
Q9D3Z9_MOUSE,0,0,0
Q9D405_MOUSE,0,3,1
Q9D408_MOUSE,0,0,0
Q9D410_MOUSE,1,0,1
Q9D414_MOUSE,0,0,0
Q9D420_MOUSE,0,1,0
Q9D423_MOUSE,1,1,0
Q9D425_MOUSE,0,0,0
Q9D429_MOUSE,0,0,0
Q9D431_MOUSE,1,0,0
Q9D434_MOUSE,0,0,0
Q9D442_MOUSE,0,0,1
Q9D443_MOUSE,0,0,1
Q9D447_MOUSE,0,0,0
Q9D452_MOUSE,0,0,0
CX049_MOUSE,0,0,0
Q9D458_MOUSE,0,0,0
Q9D464_MOUSE,0,0,0
Q9D470_MOUSE,0,0,0
Q9D475_MOUSE,0,0,0
Q9D476_MOUSE,0,0,0
Q9D484_MOUSE,0,0,1
Q9D488_MOUSE,0,0,0
Q9D491_MOUSE,0,0,0
Q9D496_MOUSE,0,0,0
Q9D4A1_MOUSE,0,0,0
Q9D4A3_MOUSE,0,0,0
Q9D4A4_MOUSE,0,0,0
Q9D4B3_MOUSE,0,0,0
Q9D4B5_MOUSE,0,0,0
Q9D4C0_MOUSE,0,1,1
Q9D4C4_MOUSE,0,0,0
Q9D4D2_MOUSE,0,0,0
Q9D4D3_MOUSE,0,0,0
Q9D4D5_MOUSE,0,0,0
Q9D4E0_MOUSE,0,0,2
