Protein,Gene Ontology (biological process) Count,Gene Ontology (molecular function) Count,Gene Ontology (cellular component) Count
MTEF4_MOUSE,7,2,3
S2541_MOUSE,4,2,2
IDLC_MOUSE,2,1,11
MAEL_MOUSE,20,2,11
KC1G2_MOUSE,1,22,1
NUDT9_MOUSE,1,1,5
TRI14_MOUSE,3,2,2
PLIN5_MOUSE,15,2,4
IL33_MOUSE,38,2,5
CREST_MOUSE,5,2,7
PMGT2_MOUSE,3,2,2
KDM4A_MOUSE,9,7,4
AOFB_MOUSE,10,5,5
KCC1D_MOUSE,11,4,2
STEA2_MOUSE,8,3,7
TPC2_MOUSE,14,7,7
SSDH_MOUSE,7,2,2
GIMA5_MOUSE,0,1,2
ARRB1_MOUSE,13,2,6
ORAI1_MOUSE,13,3,7
S38A7_MOUSE,3,2,3
PGES2_MOUSE,3,6,4
ACOT4_MOUSE,9,3,1
TTPA_MOUSE,8,4,1
B4GA1_MOUSE,3,2,2
DCLK3_MOUSE,3,23,2
THIM_MOUSE,4,4,2
DIP2A_MOUSE,4,1,7
SPRN_MOUSE,1,1,7
PKN2_MOUSE,12,8,12
S39AB_MOUSE,1,2,4
CIP2A_MOUSE,6,2,2
KANK2_MOUSE,12,0,2
GLPK5_MOUSE,2,2,1
RBBP5_MOUSE,3,2,7
PGAM5_MOUSE,3,12,2
GEMI5_MOUSE,3,6,5
SALL4_MOUSE,11,3,6
TR19L_MOUSE,2,0,3
SKOR1_MOUSE,2,2,4
PXK_MOUSE,4,4,5
MDFIC_MOUSE,4,3,5
VP13C_MOUSE,4,0,9
FND3A_MOUSE,4,0,5
LRFN5_MOUSE,4,0,4
PHLP2_MOUSE,0,10,3
SO2B1_MOUSE,2,1,2
IFT57_MOUSE,13,1,9
AGAP1_MOUSE,1,4,1
CLIC5_MOUSE,8,2,11
PPM1K_MOUSE,2,11,2
TM87A_MOUSE,2,0,5
PIGT_MOUSE,4,0,3
S7A14_MOUSE,1,1,4
NALCN_MOUSE,4,3,2
PELI3_MOUSE,10,2,0
OSBL6_MOUSE,1,1,5
FGD2_MOUSE,0,3,7
HAT1_MOUSE,1,18,3
UBP47_MOUSE,13,2,3
CTL2_MOUSE,2,3,2
PGLT1_MOUSE,11,5,1
TAOK3_MOUSE,7,22,1
SC5A8_MOUSE,10,5,3
EPHAA_MOUSE,0,19,1
DRGX_MOUSE,10,4,1
CHD9_MOUSE,0,12,2
PCAT2_MOUSE,3,5,7
TENR_MOUSE,23,1,9
RDH12_MOUSE,3,3,1
YTHD3_MOUSE,7,3,4
NLGN3_MOUSE,29,2,5
RSH4A_MOUSE,5,0,8
SYCM_MOUSE,1,3,1
ITPK1_MOUSE,3,9,1
LATS1_MOUSE,21,26,6
CAPS2_MOUSE,6,2,10
S41A2_MOUSE,6,2,1
ABI3_MOUSE,9,2,6
SL9A9_MOUSE,5,2,6
KPCD2_MOUSE,24,6,4
KAT6A_MOUSE,14,20,5
ANKK1_MOUSE,2,22,3
ASXL2_MOUSE,14,4,1
NMUR2_MOUSE,6,5,2
ZN609_MOUSE,6,2,2
TECT1_MOUSE,9,0,6
STAC3_MOUSE,5,2,6
ZN322_MOUSE,2,3,5
PRDM8_MOUSE,6,6,4
TIGAR_MOUSE,24,1,5
TM266_MOUSE,2,1,4
Q8BZC3_MOUSE,6,6,6
S39AD_MOUSE,5,2,5
NEUR4_MOUSE,4,1,9
GLMN_MOUSE,12,4,4
NUAK2_MOUSE,7,24,0
DOC10_MOUSE,7,2,7
CRLD2_MOUSE,3,2,3
ANC2_MOUSE,12,1,1
NCBP3_MOUSE,6,3,4
SH3R2_MOUSE,7,5,2
LRC19_MOUSE,6,1,1
PA2G3_MOUSE,29,3,4
LACC1_MOUSE,8,6,4
WWP1_MOUSE,5,2,4
TRI35_MOUSE,4,2,2
PAK5_MOUSE,6,23,5
CHPT1_MOUSE,2,3,2
LRC4C_MOUSE,3,1,4
ENO4_MOUSE,3,2,2
KS6A5_MOUSE,10,25,3
MAP1S_MOUSE,9,6,11
KKCC2_MOUSE,3,5,3
STRP1_MOUSE,3,3,3
ZHX2_MOUSE,8,4,3
ING4_MOUSE,12,7,5
VP26B_MOUSE,4,0,8
TRI47_MOUSE,2,2,4
T3JAM_MOUSE,5,1,6
ADAS_MOUSE,2,2,4
A16L1_MOUSE,12,3,12
PAOX_MOUSE,6,2,1
GPCP1_MOUSE,2,3,2
WDR59_MOUSE,4,1,3
DNAI1_MOUSE,6,0,7
SMKZ_MOUSE,0,22,0
GPAT3_MOUSE,5,2,2
GWL_MOUSE,6,24,5
ZN451_MOUSE,3,5,2
NEK11_MOUSE,4,24,2
UBP37_MOUSE,7,2,2
ZMY15_MOUSE,2,2,2
XKR8_MOUSE,6,1,2
SI1L1_MOUSE,8,2,5
ADCYA_MOUSE,25,6,15
Q8C0U7_MOUSE,6,5,6
TLK1_MOUSE,5,23,2
TERB1_MOUSE,4,0,3
SMKW_MOUSE,0,22,0
SL9B1_MOUSE,5,1,2
SO6C1_MOUSE,1,1,3
SMKX_MOUSE,0,22,0
GALT5_MOUSE,1,3,1
SLIK6_MOUSE,19,0,4
PKHH2_MOUSE,1,1,6
NDNF_MOUSE,13,2,3
LCAP_MOUSE,3,3,5
ARH_MOUSE,12,10,7
S39A6_MOUSE,6,1,5
DOCK8_MOUSE,8,1,3
CND2_MOUSE,9,1,6
P20D1_MOUSE,9,5,1
PPCEL_MOUSE,4,2,4
MYO9A_MOUSE,5,5,5
CERS6_MOUSE,3,2,2
FRS2_MOUSE,18,3,5
CPSM_MOUSE,26,9,6
MTRR_MOUSE,6,4,1
CAMP2_MOUSE,6,3,4
PARPT_MOUSE,16,9,1
SEP11_MOUSE,1,1,3
TACAN_MOUSE,6,2,2
CGAT2_MOUSE,4,4,2
METRN_MOUSE,3,0,1
UQCC5_MOUSE,2,1,2
TSSK5_MOUSE,3,24,0
VASH1_MOUSE,13,3,4
BBS4_MOUSE,54,5,15
IKZF4_MOUSE,3,5,2
Q8C253_MOUSE,18,9,6
DPEP2_MOUSE,3,4,2
IIGP5_MOUSE,1,2,4
SKA3_MOUSE,8,1,8
HDAC7_MOUSE,15,16,4
WASC5_MOUSE,16,1,8
DEFI6_MOUSE,1,0,6
RBM14_MOUSE,10,3,4
UBP44_MOUSE,8,2,2
FBXL5_MOUSE,6,2,3
ROBO4_MOUSE,4,1,2
SUCO_MOUSE,4,0,3
DOCK2_MOUSE,17,3,4
SC5A1_MOUSE,5,4,2
MTA70_MOUSE,26,4,4
SHSA7_MOUSE,6,2,5
CASP9_MOUSE,21,4,5
MGLYR_MOUSE,7,3,7
MT21D_MOUSE,1,4,3
PEX5R_MOUSE,2,0,4
FRITZ_MOUSE,27,1,4
AQP6_MOUSE,5,5,2
AIDA_MOUSE,6,1,1
SFRP1_MOUSE,75,5,5
RHG24_MOUSE,6,1,5
FBXL3_MOUSE,7,1,5
CENPX_MOUSE,6,1,4
KC1G3_MOUSE,1,22,1
MNARL_MOUSE,13,1,4
NELFB_MOUSE,4,1,3
R51A1_MOUSE,8,6,3
PIAS2_MOUSE,8,7,5
VASH2_MOUSE,9,4,4
ANO4_MOUSE,5,2,1
CNOT2_MOUSE,7,2,6
INP5K_MOUSE,34,9,11
REC8_MOUSE,10,0,10
Q8C5V7_MOUSE,13,1,0
MOR2B_MOUSE,3,8,1
MISFA_MOUSE,3,0,1
SPT33_MOUSE,4,1,6
CABS1_MOUSE,2,1,4
PELI1_MOUSE,22,3,2
BHE22_MOUSE,10,4,2
CF410_MOUSE,5,0,8
CGAS_MOUSE,21,12,5
UBP20_MOUSE,9,4,3
ZFP57_MOUSE,6,4,2
CFA54_MOUSE,7,0,2
VPS52_MOUSE,7,1,9
MOSMO_MOUSE,13,0,3
CRBN_MOUSE,7,2,5
STBD1_MOUSE,4,4,5
APOA5_MOUSE,12,5,7
TRIM9_MOUSE,3,2,4
APH1B_MOUSE,11,0,5
RBM4_MOUSE,22,8,8
UBA6_MOUSE,7,3,1
RFX6_MOUSE,9,3,1
GALT6_MOUSE,1,3,2
CC134_MOUSE,6,0,4
DCR1B_MOUSE,7,4,5
TARG1_MOUSE,6,0,4
MYEF2_MOUSE,1,3,1
ITCH_MOUSE,27,7,10
UBA3_MOUSE,4,4,2
PKHN1_MOUSE,3,4,4
ALX1_MOUSE,11,3,2
KY_MOUSE,3,1,2
SCAI_MOUSE,3,1,4
VWC2_MOUSE,4,0,7
ANK2_MOUSE,35,4,19
T150C_MOUSE,2,1,2
ELFN1_MOUSE,7,1,7
SAMD7_MOUSE,3,1,3
CC159_MOUSE,5,0,1
NRX3B_MOUSE,11,2,7
TM163_MOUSE,3,1,6
ENDOV_MOUSE,1,5,3
DIDO1_MOUSE,2,1,4
CAHM6_MOUSE,5,1,1
SPEF2_MOUSE,10,0,6
TB10C_MOUSE,7,1,2
ATS2_MOUSE,6,3,3
EPC1_MOUSE,13,2,10
S46A2_MOUSE,6,1,3
PDE10_MOUSE,5,8,3
HENMT_MOUSE,2,5,2
Q8CAG8_MOUSE,22,6,3
MIC60_MOUSE,3,0,5
Q8CAR0_MOUSE,43,5,2
PARP9_MOUSE,12,9,7
RSAD2_MOUSE,10,3,7
TRM7_MOUSE,3,3,2
NRIP1_MOUSE,8,9,6
EPHB1_MOUSE,26,21,11
RN170_MOUSE,14,2,1
ILDR1_MOUSE,9,2,7
TSK_MOUSE,18,1,1
ABI1_MOUSE,4,3,9
CSC1_MOUSE,1,2,2
SMAG1_MOUSE,2,2,4
CDAN1_MOUSE,4,0,5
CACB2_MOUSE,11,4,5
SYNPO_MOUSE,8,1,11
E4F1_MOUSE,7,7,4
PRP31_MOUSE,3,6,8
FOG2_MOUSE,24,5,4
RYBP_MOUSE,6,3,4
UFL1_MOUSE,31,2,9
P20L1_MOUSE,1,2,1
H2AW_MOUSE,8,4,3
NAL10_MOUSE,12,3,5
BCAS3_MOUSE,8,3,8
NEMF_MOUSE,4,2,4
PABP2_MOUSE,5,3,5
MICU2_MOUSE,5,3,5
RIOX2_MOUSE,2,4,5
PIEZ2_MOUSE,4,3,4
SMOC2_MOUSE,2,3,4
SAC2_MOUSE,12,4,8
MKNK2_MOUSE,5,24,2
EXD1_MOUSE,3,2,2
PIWL2_MOUSE,16,4,9
VCIP1_MOUSE,8,1,4
FBX43_MOUSE,8,1,1
BAKOR_MOUSE,19,3,8
STON1_MOUSE,7,1,4
CBPC2_MOUSE,2,2,3
IQUB_MOUSE,5,0,6
CCD38_MOUSE,4,1,5
CBPC3_MOUSE,2,2,1
RSH6A_MOUSE,4,0,4
Q8CDV7_MOUSE,1,3,1
Q8CDZ9_MOUSE,41,7,2
PPAP_MOUSE,8,11,10
DMTF1_MOUSE,1,2,1
OX26_MOUSE,5,2,1
CPLN1_MOUSE,11,0,2
MP2K7_MOUSE,16,9,2
Q8CEB1_MOUSE,0,2,1
CEP57_MOUSE,3,4,7
PASK_MOUSE,7,24,3
PANX3_MOUSE,3,3,3
UBP27_MOUSE,9,4,2
CFA61_MOUSE,5,0,5
NAA30_MOUSE,1,2,3
Q8CF07_MOUSE,13,2,1
FREY_MOUSE,4,1,1
TAB1_MOUSE,10,6,5
MAFA_MOUSE,4,3,1
GLT13_MOUSE,3,3,1
COL10_MOUSE,7,2,5
KLF17_MOUSE,3,5,1
GBP5_MOUSE,18,7,5
MYT1_MOUSE,11,4,1
CLASR_MOUSE,2,0,1
RCOR1_MOUSE,4,3,3
SCYL2_MOUSE,6,3,3
BTBD7_MOUSE,2,0,1
S38A2_MOUSE,18,9,7
PAR11_MOUSE,6,9,4
SULF2_MOUSE,19,3,5
CS1B_MOUSE,3,2,1
SIK2_MOUSE,8,24,2
NED4L_MOUSE,15,2,4
UB2R1_MOUSE,3,3,2
RPB2_MOUSE,1,13,4
WDR24_MOUSE,7,2,3
MEF2C_MOUSE,93,13,8
DJC27_MOUSE,1,2,2
C1QL2_MOUSE,3,1,7
SET1B_MOUSE,1,3,5
T53I2_MOUSE,8,1,5
NRN1_MOUSE,4,1,6
RIFK_MOUSE,6,3,2
ANO2_MOUSE,2,4,7
C2D2A_MOUSE,12,0,4
G6PE_MOUSE,4,5,3
COX10_MOUSE,11,2,6
GPC3_MOUSE,35,1,5
S22AC_MOUSE,3,2,4
PDE5A_MOUSE,13,6,0
CS1A_MOUSE,3,2,1
LTBP1_MOUSE,5,3,4
SMC5_MOUSE,13,2,11
SMC4_MOUSE,9,4,6
SMC2_MOUSE,9,4,7
FKRP_MOUSE,51,5,8
P3H3_MOUSE,3,3,2
P3H2_MOUSE,3,3,6
ADPRS_MOUSE,4,5,6
FTM_MOUSE,25,1,14
ARK72_MOUSE,1,1,2
ASPP2_MOUSE,6,2,3
PPM1F_MOUSE,17,12,3
LAT4_MOUSE,6,5,2
UACA_MOUSE,9,2,8
TENS2_MOUSE,9,9,3
LS14B_MOUSE,6,1,2
SYEP_MOUSE,6,7,5
WDR47_MOUSE,15,1,7
TCRG1_MOUSE,1,3,1
LONM_MOUSE,11,13,4
INLR1_MOUSE,5,1,1
GNAL_MOUSE,6,5,2
AGRB2_MOUSE,6,1,4
RP1L1_MOUSE,5,0,3
BCOR_MOUSE,9,6,3
PLIN1_MOUSE,2,0,3
H2B3B_MOUSE,0,3,3
H2B1K_MOUSE,0,3,2
H2B1P_MOUSE,0,3,2
H2A1F_MOUSE,0,3,2
H2A1H_MOUSE,0,3,2
H2A1K_MOUSE,0,3,2
NCKX4_MOUSE,19,5,6
UPP2_MOUSE,5,3,2
DPOLQ_MOUSE,10,14,6
PIWL4_MOUSE,11,2,6
CACO1_MOUSE,5,6,3
TSH3_MOUSE,16,3,3
SOX30_MOUSE,6,5,5
DMRTD_MOUSE,5,4,2
UN45B_MOUSE,4,1,4
OGT1_MOUSE,30,7,12
CCAR1_MOUSE,4,4,2
TRI32_MOUSE,40,9,5
NAV1_MOUSE,2,1,4
TTLL5_MOUSE,6,5,6
SYNJ1_MOUSE,11,3,9
RFIP3_MOUSE,15,8,15
PHLP1_MOUSE,7,10,3
AREL1_MOUSE,7,2,1
RPGF2_MOUSE,31,6,11
SEPT8_MOUSE,3,1,5
EP400_MOUSE,6,6,4
MBOA7_MOUSE,7,2,3
KAT5_MOUSE,40,30,14
ZC3H3_MOUSE,3,4,2
PGP_MOUSE,3,9,0
FBX4_MOUSE,16,3,2
DPYD_MOUSE,11,5,2
DRS7C_MOUSE,3,1,2
AL4A1_MOUSE,1,3,3
NGEF_MOUSE,6,2,4
EPN2_MOUSE,4,1,1
TAD2A_MOUSE,9,3,4
EI2BE_MOUSE,15,3,4
MBTP2_MOUSE,7,3,3
P66A_MOUSE,12,2,3
GNL3_MOUSE,7,2,6
SPHK1_MOUSE,36,10,8
PDGFC_MOUSE,10,3,6
BAG5_MOUSE,9,3,6
ASTRC_MOUSE,1,2,3
STEA3_MOUSE,9,6,4
BAG4_MOUSE,13,3,3
DI3L2_MOUSE,8,4,3
FERM2_MOUSE,26,6,12
ESCO2_MOUSE,5,4,8
CSR2B_MOUSE,7,1,4
FA20A_MOUSE,6,1,4
PAR10_MOUSE,7,10,3
COPA_MOUSE,5,3,9
BTD_MOUSE,1,1,5
SIDT2_MOUSE,8,5,3
KDM1B_MOUSE,2,6,3
ANM5_MOUSE,8,19,7
PLCG2_MOUSE,47,7,6
PUR1_MOUSE,5,3,0
SYNE4_MOUSE,1,0,2
CRLF2_MOUSE,1,0,2
RFWD3_MOUSE,8,4,5
Q8CIM9_MOUSE,5,19,4
PAK2_MOUSE,12,28,8
CELF3_MOUSE,8,2,3
MARK4_MOUSE,11,27,10
DOCK3_MOUSE,1,3,2
TRPM6_MOUSE,3,28,3
CAR11_MOUSE,23,1,5
CRF_MOUSE,41,3,7
MBRL_MOUSE,2,0,2
OVOL2_MOUSE,27,7,1
TBCE_MOUSE,11,1,2
PEO1_MOUSE,5,18,4
S26A6_MOUSE,22,11,12
VWF_MOUSE,9,6,6
NOX1_MOUSE,17,4,6
NOXA1_MOUSE,3,3,2
AGRG2_MOUSE,1,1,2
MICA3_MOUSE,4,5,5
NRADD_MOUSE,2,0,5
ASPM_MOUSE,19,1,8
CROCC_MOUSE,11,4,10
CIP4_MOUSE,2,2,7
STAU2_MOUSE,8,5,12
BMPER_MOUSE,12,0,3
ZN628_MOUSE,2,3,1
C209B_MOUSE,6,4,2
NEUL3_MOUSE,2,2,1
KLRE1_MOUSE,4,3,2
ELYS_MOUSE,7,1,10
AGO4_MOUSE,11,4,5
AGO3_MOUSE,8,7,6
AGO2_MOUSE,22,15,11
AGO1_MOUSE,6,4,5
PLXB1_MOUSE,12,2,4
H1FNT_MOUSE,4,2,3
HMR1_MOUSE,7,2,7
MILL2_MOUSE,0,0,1
ZN467_MOUSE,1,2,1
I17RD_MOUSE,2,1,3
MCHR1_MOUSE,5,3,5
THTPA_MOUSE,3,2,1
TFB1M_MOUSE,1,4,2
DNER_MOUSE,5,2,4
TIFAB_MOUSE,22,1,0
CDC73_MOUSE,20,1,3
MUC4_MOUSE,2,0,3
ACAD9_MOUSE,4,3,4
KLHL2_MOUSE,1,3,7
AFG32_MOUSE,21,12,3
AOC1_MOUSE,1,7,3
EIF3B_MOUSE,5,3,6
ACSL5_MOUSE,1,4,8
EAA5_MOUSE,3,4,6
S4A8_MOUSE,6,3,16
LIN7A_MOUSE,5,1,6
Q8JZS4_MOUSE,0,13,3
NUD13_MOUSE,2,4,1
TXTP_MOUSE,1,3,2
DHRS6_MOUSE,4,4,1
POC1A_MOUSE,6,0,5
AGRL2_MOUSE,4,2,2
SPAT2_MOUSE,8,3,3
SULF1_MOUSE,26,3,7
AL1L2_MOUSE,6,2,2
BCLF1_MOUSE,6,1,4
SCAM1_MOUSE,4,1,9
AKC1H_MOUSE,11,2,1
IFT80_MOUSE,46,0,6
SO4A1_MOUSE,2,2,1
LFG2_MOUSE,11,0,5
LRIT1_MOUSE,1,0,2
LMBD1_MOUSE,7,5,6
CP51A_MOUSE,5,3,1
HABP2_MOUSE,1,3,1
FIBB_MOUSE,20,4,8
TBC23_MOUSE,9,0,3
S47A1_MOUSE,5,7,3
TAF10_MOUSE,23,7,7
ASB2_MOUSE,14,2,4
ENTP8_MOUSE,2,5,2
ACSM2_MOUSE,1,4,1
ZBT20_MOUSE,10,4,3
MEAK7_MOUSE,8,0,6
R4RL1_MOUSE,3,3,6
DC2L1_MOUSE,5,1,10
KATL1_MOUSE,2,6,7
UN13C_MOUSE,3,4,6
CNOT3_MOUSE,7,0,5
DPH3_MOUSE,4,3,6
FEZ1_MOUSE,8,2,8
NFAC4_MOUSE,28,6,5
K319L_MOUSE,7,0,4
SCNM1_MOUSE,2,1,3
PDXK_MOUSE,5,10,2
METL5_MOUSE,3,3,6
TM41B_MOUSE,4,1,2
C2D1A_MOUSE,8,2,8
URP2_MOUSE,7,1,3
GLT18_MOUSE,1,3,1
DLK2_MOUSE,2,2,1
ALKB3_MOUSE,2,6,2
LCTL_MOUSE,3,1,3
LBN_MOUSE,1,0,6
TDRD7_MOUSE,5,1,5
OBP2A_MOUSE,6,1,1
WIPF1_MOUSE,2,2,4
SDE2_MOUSE,8,2,6
TRNT1_MOUSE,5,6,3
HINFP_MOUSE,14,10,3
PP1RB_MOUSE,4,3,1
GLIS1_MOUSE,7,5,1
DNM1L_MOUSE,31,12,19
PLPL8_MOUSE,12,4,6
PHLB2_MOUSE,11,0,8
PNPT1_MOUSE,26,6,7
NEK9_MOUSE,3,26,3
LGI4_MOUSE,9,0,1
UNC5D_MOUSE,5,1,2
UNC5B_MOUSE,7,1,3
UNC5A_MOUSE,4,1,5
KLF11_MOUSE,7,5,4
SPIR2_MOUSE,10,1,5
KREM2_MOUSE,3,0,1
TMPS3_MOUSE,3,2,3
LY66E_MOUSE,2,3,4
WDR11_MOUSE,7,0,7
NCKPL_MOUSE,32,4,3
GPR18_MOUSE,4,1,2
RPA49_MOUSE,2,2,4
NEIL3_MOUSE,3,9,3
AGRG1_MOUSE,18,4,4
COPT1_MOUSE,10,5,9
PACS1_MOUSE,3,1,2
SCMH1_MOUSE,5,0,2
NAT10_MOUSE,7,4,4
Q8K233_MOUSE,1,4,1
UVRAG_MOUSE,14,2,12
EMC5_MOUSE,7,5,9
MTMR3_MOUSE,1,6,3
SCAR5_MOUSE,5,1,3
SC65_MOUSE,4,0,2
SDHA_MOUSE,6,2,5
SIR5_MOUSE,7,6,6
OS9_MOUSE,8,2,1
GPAT4_MOUSE,12,1,2
HACD3_MOUSE,7,2,3
BRD3_MOUSE,4,4,2
LS14A_MOUSE,6,3,6
BBS7_MOUSE,13,1,9
FNTB_MOUSE,9,3,1
FMO2_MOUSE,7,5,2
MANBA_MOUSE,2,2,3
FBH1_MOUSE,8,16,3
PLCD3_MOUSE,5,2,3
AGFG1_MOUSE,3,3,4
S38A1_MOUSE,8,6,6
SHOT1_MOUSE,14,2,11
PAF1_MOUSE,11,2,4
AT10D_MOUSE,2,4,4
STN1_MOUSE,4,3,6
CCM2_MOUSE,15,0,2
CND1_MOUSE,5,0,5
SSH3_MOUSE,1,13,3
I5P2_MOUSE,6,4,5
KIN17_MOUSE,5,3,5
ATAT_MOUSE,11,3,9
ACV1C_MOUSE,14,11,3
SASH3_MOUSE,18,0,2
AMOL2_MOUSE,4,3,8
LRRT1_MOUSE,11,0,7
DEN1A_MOUSE,5,5,7
UBP45_MOUSE,6,2,5
CK5P2_MOUSE,13,6,11
PLCL2_MOUSE,8,3,1
MEPCE_MOUSE,7,4,3
FBSP1_MOUSE,12,1,11
AHI1_MOUSE,33,0,11
MMP21_MOUSE,5,3,2
KCNQ3_MOUSE,31,5,7
TDH_MOUSE,2,2,1
VRK3_MOUSE,2,4,3
DP13B_MOUSE,23,5,12
DP13A_MOUSE,16,6,14
MYO3A_MOUSE,8,35,8
MYRIP_MOUSE,3,5,8
IL27A_MOUSE,7,3,4
NDUS8_MOUSE,4,4,3
ZN131_MOUSE,1,3,2
PLCB_MOUSE,7,1,2
OPTN_MOUSE,11,4,6
P2RX2_MOUSE,13,5,5
CNOT6_MOUSE,6,5,3
FOXN4_MOUSE,10,3,1
PLCD4_MOUSE,5,4,4
PADI6_MOUSE,5,3,4
BABA2_MOUSE,13,2,6
CASC3_MOUSE,6,3,10
ANS4B_MOUSE,5,0,4
LN28A_MOUSE,18,9,7
NOD2_MOUSE,88,13,12
STXB5_MOUSE,7,2,6
LGI3_MOUSE,2,0,3
DPOLB_MOUSE,20,8,5
PREP_MOUSE,1,2,2
TRPV3_MOUSE,3,3,5
ABC8B_MOUSE,7,4,4
ABC8A_MOUSE,6,4,3
CLRN1_MOUSE,10,0,7
ABCA5_MOUSE,8,3,6
SPG16_MOUSE,7,1,7
C1QT5_MOUSE,2,1,11
MFRP_MOUSE,3,0,1
EMIL2_MOUSE,9,0,4
KCD11_MOUSE,11,1,1
MTA1_MOUSE,13,6,7
IRAK3_MOUSE,20,7,2
I17RC_MOUSE,6,3,2
IL17C_MOUSE,3,1,1
S36A1_MOUSE,6,5,4
PLCZ1_MOUSE,5,6,5
ALMS1_MOUSE,22,1,4
CD226_MOUSE,8,3,1
ABHDB_MOUSE,0,1,3
NSUN5_MOUSE,7,2,2
LTBP4_MOUSE,3,2,4
ABLM1_MOUSE,6,2,5
KFA_MOUSE,2,1,3
DCR1C_MOUSE,8,2,4
COE4_MOUSE,2,4,1
MRTFA_MOUSE,7,6,2
CETN4_MOUSE,0,3,3
TRIB3_MOUSE,15,7,2
TRIB1_MOUSE,12,5,2
PANK1_MOUSE,1,4,8
DDX54_MOUSE,2,12,4
SVIL_MOUSE,3,1,11
MEPE_MOUSE,3,0,2
COMD1_MOUSE,15,3,7
HECW1_MOUSE,1,1,1
RPTOR_MOUSE,21,3,4
NEIL1_MOUSE,3,5,5
CERK1_MOUSE,1,3,3
COL12_MOUSE,6,5,3
PITC1_MOUSE,2,4,2
PLCE1_MOUSE,7,5,4
SIA8F_MOUSE,7,1,1
STRAB_MOUSE,6,3,4
DUS19_MOUSE,9,20,1
PLCD_MOUSE,2,2,3
FNDC5_MOUSE,2,1,4
NNRE_MOUSE,7,4,6
GPC6A_MOUSE,4,1,2
ONEC3_MOUSE,2,3,3
TRML1_MOUSE,3,1,6
AMHR2_MOUSE,5,12,1
MCLN2_MOUSE,11,3,4
NAC2_MOUSE,20,4,5
IL31R_MOUSE,7,2,4
GRHL2_MOUSE,28,9,4
Q8MHM0_MOUSE,11,1,2
DCAF8_MOUSE,2,0,6
CIKS_MOUSE,43,2,2
ATTY_MOUSE,8,4,1
PDK1L_MOUSE,0,22,1
FLCN_MOUSE,37,4,11
RN183_MOUSE,5,2,3
THIL_MOUSE,13,6,4
CRUM3_MOUSE,4,1,4
ST32C_MOUSE,0,23,0
F161A_MOUSE,2,0,6
INT13_MOUSE,7,0,3
FEV_MOUSE,7,3,3
SBK1_MOUSE,0,23,1
EIF3L_MOUSE,3,1,7
DPPA3_MOUSE,2,1,7
RAB38_MOUSE,11,6,12
OSTA_MOUSE,2,4,5
MARE2_MOUSE,5,3,3
NECT4_MOUSE,2,1,2
AIMP2_MOUSE,8,1,3
BL1S5_MOUSE,10,0,4
ICT1_MOUSE,3,2,5
SRPX2_MOUSE,7,3,7
C1QT4_MOUSE,7,1,1
IP3KA_MOUSE,10,5,5
HNRPL_MOUSE,3,3,8
B4GT7_MOUSE,6,4,3
VMAT1_MOUSE,1,2,2
VTM2A_MOUSE,5,1,1
S26A8_MOUSE,5,3,2
SUMF1_MOUSE,2,3,2
FAHD1_MOUSE,2,6,5
SPNS1_MOUSE,3,1,2
GGA1_MOUSE,9,3,6
ACE2_MOUSE,11,7,7
TRI31_MOUSE,8,2,1
E2F4_MOUSE,14,8,5
TADA3_MOUSE,14,3,5
ZDHC1_MOUSE,6,2,3
ATF7_MOUSE,6,3,2
IQEC1_MOUSE,6,3,5
CACB4_MOUSE,21,4,5
S22AM_MOUSE,2,2,1
AGRG3_MOUSE,6,1,1
I23O2_MOUSE,2,4,1
EPIPL_MOUSE,9,1,9
CIPC_MOUSE,3,0,4
NFIP1_MOUSE,16,1,9
SGPL1_MOUSE,20,2,2
AL1L1_MOUSE,4,2,2
SIR3_MOUSE,6,12,6
PRLD1_MOUSE,11,1,4
NOTUM_MOUSE,6,3,1
ZPI_MOUSE,2,2,1
FAD1_MOUSE,3,3,3
TM119_MOUSE,13,0,4
S29A4_MOUSE,16,9,3
ZNFX1_MOUSE,5,3,3
ZDHC3_MOUSE,10,5,2
ERO1A_MOUSE,17,4,5
TIMD2_MOUSE,1,1,2
SNG3_MOUSE,3,1,4
DOCK7_MOUSE,7,2,2
EIF3C_MOUSE,2,4,4
CPLX3_MOUSE,5,3,7
RORB_MOUSE,14,7,2
KCNC4_MOUSE,2,2,3
HOP_MOUSE,10,2,2
QCR9_MOUSE,2,0,3
GRP_MOUSE,15,1,4
ANGL8_MOUSE,8,1,1
HMCES_MOUSE,7,4,1
ZN830_MOUSE,14,2,4
KCNKD_MOUSE,3,4,2
STAR7_MOUSE,5,1,3
MTSS1_MOUSE,17,5,3
S38A4_MOUSE,4,3,1
CHMP7_MOUSE,21,0,14
S35A3_MOUSE,1,2,1
SPART_MOUSE,12,2,5
PPR42_MOUSE,1,3,5
SIR4_MOUSE,12,15,3
ERO1B_MOUSE,7,4,3
DEGS2_MOUSE,3,3,2
CCD80_MOUSE,3,3,4
PHOP1_MOUSE,4,4,2
FOXE1_MOUSE,13,3,1
FUCM_MOUSE,6,3,1
TAF6L_MOUSE,6,2,4
AQP3_MOUSE,10,4,5
BST2_MOUSE,12,1,7
POMT1_MOUSE,3,2,4
AP3M2_MOUSE,8,0,9
RPKL1_MOUSE,0,22,2
ARP8_MOUSE,14,1,3
SEH1_MOUSE,12,1,6
NTM1A_MOUSE,7,3,3
